sentence_id,direction,rule_id,rule_type,source_token,target_token,position,confidence
88,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
89,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,1,0.9
89,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,3,0.95
89,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
90,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,2,0.8
90,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
91,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,2,0.8
91,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,watches,watch,5,0.8
91,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,6,0.95
91,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
92,C2H,FW-DEL-AUX-HAVE,FW-DEL,have,<DELETED>,2,0.9
92,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,4,0.95
92,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,11,0.95
92,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
93,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
93,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,handed,hand,3,0.8
93,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,9,0.95
93,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
94,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,broke,break,1,0.8
94,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,4,0.8
94,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,5,0.95
94,C2H,FW-DEL-AUX-COULD,FW-DEL,could,<DELETED>,8,0.9
94,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
95,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
95,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,4,0.95
95,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,11,0.95
95,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
96,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
96,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,won,win,4,0.8
96,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,5,0.95
96,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
97,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
97,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,left,leave,3,0.8
97,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,4,0.95
97,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,10,0.95
97,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
98,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,burned,burn,1,0.8
98,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,2,0.95
98,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,kept,keep,7,0.8
98,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,8,0.95
98,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
99,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
99,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,landed,land,2,0.8
99,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,3,0.95
99,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,10,0.95
99,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,14,0.95
99,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,went,go,16,0.8
99,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
100,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,4,0.9
100,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
101,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,1,0.8
101,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,wish,wish,5,0.8
101,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,14,0.95
101,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,22,0.95
102,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,8,0.9
102,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
103,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,4,0.95
103,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,9,0.9
103,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
104,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,1,0.8
104,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,3,0.95
104,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,17,0.95
105,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,4,0.95
105,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
106,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,7,0.9
106,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
107,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
107,C2H,FW-DEL-AUX-COULD,FW-DEL,could,<DELETED>,7,0.9
107,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,11,0.95
107,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
108,C2H,FW-DEL-AUX-HAVE,FW-DEL,have,<DELETED>,1,0.9
108,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,3,0.95
108,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,7,0.95
108,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
109,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
109,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
110,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
110,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,11,0.95
110,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
111,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
111,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,4,0.9
111,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,8,0.95
111,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
112,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
112,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,9,0.95
112,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
113,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,11,0.8
113,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,14,0.95
113,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,19,0.95
114,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,2,0.8
114,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,8,0.95
114,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
115,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,1,0.8
115,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,met,meet,3,0.8
115,C2H,FW-DEL-ARTICLE-AN,FW-DEL,an,<DELETED>,6,0.95
115,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,18,0.95
116,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,11,0.95
116,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,19,0.95
117,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
117,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,captured,capture,3,0.8
117,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,6,0.95
117,C2H,FW-DEL-ARTICLE-AN,FW-DEL,an,<DELETED>,10,0.95
117,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,13,0.95
117,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
118,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,1,0.8
118,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,4,0.95
118,C2H,FW-DEL-ARTICLE-AN,FW-DEL,an,<DELETED>,9,0.95
118,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,12,0.95
118,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,16,0.95
118,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,18,0.95
119,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
119,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,thrashed,thrash,2,0.8
119,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,took,take,6,0.8
119,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,16,0.95
120,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
120,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,15,0.95
120,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,16,0.95
121,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,11,0.9
121,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,13,0.95
121,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
122,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,2,0.8
122,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
123,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,2,0.9
123,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,8,0.95
123,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
124,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
124,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,denied,deny,3,0.8
124,C2H,FW-DEL-ARTICLE-AN,FW-DEL,an,<DELETED>,4,0.95
124,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,8,0.95
124,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,12,0.95
124,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
125,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,1,0.8
125,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,shared,share,8,0.8
125,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,9,0.95
125,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,12,0.95
125,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,16,0.95
125,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,17,0.95
126,C2H,FW-DEL-ARTICLE-AN,FW-DEL,An,<DELETED>,0,0.95
126,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
127,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
127,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,4,0.95
127,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,13,0.95
127,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
128,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
128,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
128,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,16,0.95
129,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,1,0.8
129,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,respects,respect,4,0.8
129,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,holds,hold,7,0.8
129,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
130,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,claims,claim,2,0.8
130,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,4,0.95
130,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,8,0.9
130,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,11,0.95
130,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
131,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
131,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
132,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
132,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,4,0.95
132,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,11,0.9
132,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
133,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
133,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,2,0.8
133,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,18,0.95
134,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
134,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
135,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
135,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,killed,kill,2,0.8
135,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
136,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
136,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
137,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
137,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,shot,shoot,3,0.8
137,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,11,0.95
137,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
138,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,rose,rise,3,0.8
138,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,7,0.95
138,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,13,0.95
138,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
139,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,1,0.8
139,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
140,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,7,0.95
140,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,15,0.95
140,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,19,0.95
141,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
141,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,12,0.95
141,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
142,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,fell,fall,6,0.8
142,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,9,0.95
142,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,21,0.95
143,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,1,0.8
143,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,compared,compare,5,0.8
143,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,10,0.95
143,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
144,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
144,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,2,0.8
144,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,16,0.95
145,C2H,FW-DEL-ARTICLE-AN,FW-DEL,An,<DELETED>,0,0.95
145,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,dropped,drop,3,0.8
145,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,4,0.95
145,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
146,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,1,0.8
146,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,2,0.95
146,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,4,0.9
146,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,8,0.95
146,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,11,0.95
146,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,quit,quit,15,0.8
146,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
147,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
147,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
148,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,7,0.95
148,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
149,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
149,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,2,0.8
149,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,10,0.95
149,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
150,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,2,0.9
150,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
151,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,1,0.9
151,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,6,0.95
151,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,17,0.95
151,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,17,0.95
152,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
152,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,2,0.8
152,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,3,0.95
152,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,criticised,criticise,8,0.8
152,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,12,0.9
152,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
153,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
153,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
154,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,lost,lose,1,0.8
154,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
155,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,2,0.8
155,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,is,be,4,0.8
155,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,11,0.95
155,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
156,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
156,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,5,0.8
156,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,6,0.95
156,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,8,0.9
156,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,16,0.95
156,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,16,0.95
157,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,defended,defend,2,0.8
158,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
158,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,9,0.95
159,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
159,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,13,0.9
159,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
160,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
160,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
161,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,9,0.9
161,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
162,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
162,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,5,0.8
162,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,6,0.95
162,C2H,FW-DEL-AUX-IS,FW-DEL,is,<DELETED>,8,0.9
162,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,16,0.95
163,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
163,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,12,0.95
163,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,16,0.95
164,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,cut,cut,7,0.8
164,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,11,0.95
164,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
165,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
165,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,hiked,hike,3,0.8
165,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,4,0.95
165,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
166,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
166,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,4,0.8
166,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,6,0.95
166,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,11,0.95
166,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
167,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,4,0.9
167,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
168,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,1,0.8
168,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,revealed,reveal,4,0.8
168,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
169,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,1,0.8
169,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,9,0.95
169,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,13,0.95
169,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
170,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,reported,report,1,0.8
170,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,3,0.95
170,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,probed,probe,7,0.8
170,C2H,FW-DEL-AUX-IS,FW-DEL,is,<DELETED>,9,0.9
170,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,13,0.95
170,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
171,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,3,0.8
171,C2H,FW-DEL-ARTICLE-AN,FW-DEL,an,<DELETED>,6,0.95
171,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,wanted,want,10,0.8
171,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,14,0.95
171,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,17,0.95
172,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
172,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,died,die,11,0.8
172,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,attended,attend,15,0.8
172,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,16,0.95
172,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,17,0.95
173,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
173,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,12,0.95
173,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,21,0.95
174,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,made,make,4,0.8
174,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,7,0.95
174,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,11,0.95
174,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,went,go,13,0.8
174,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
175,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
175,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,4,0.95
175,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,asked,ask,13,0.8
175,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,18,0.95
175,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,18,0.95
176,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
176,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,visited,visit,2,0.8
176,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,3,0.95
176,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,caught,catch,10,0.8
176,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,11,0.95
176,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,cheated,cheat,14,0.8
176,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
177,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,broke,break,1,0.8
177,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,6,0.95
177,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,17,0.95
178,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,asked,ask,1,0.8
178,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,2,0.95
178,C2H,FW-DEL-AUX-CAN,FW-DEL,Can,<DELETED>,8,0.9
178,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,12,0.95
178,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,understand,understand,15,0.8
179,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
179,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
180,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,12,0.95
