sentence_id,source_headline,generated_canonical,rules_applied_count,events_triggered,success,error
172,130-yr-old crocodile 'Gangaram' dies and 500 villagers attend the  funeral,130 - yr - old crocodile ' Gangaram ' dies and 500 villagers attend the   funeral.,1,C-ADD:ABSENT→PERIOD,True,
173,68-yr-old man sexually assaults 3-yr-old girl in Tamil Nadu was arrested,68 - yr - old man sexually assaults 3 - yr - old girl in Tamil Nadu was arrested.,1,C-ADD:ABSENT→PERIOD,True,
174,BJP MP Kirron Kher makes faces in Lok Sabha and the video goes viral,BJP MP Kirron Kher makes faces in Lok Sabha and the video goes viral.,1,C-ADD:ABSENT→PERIOD,True,
175,Man shoots at 10-year-old girl when she asks if his gun was a toy,A Man shoots at 10 - year - old girl when she asks if his gun was a toy.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
176,Woman visits same ATM for 17 days and catches thief who cheated her,A Woman visits same ATM for 17 days and catches thief who cheated her.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
177,Protests in Bihar after teen girl found beheaded as kin allege rape,Protests in Bihar after teen girl found beheaded as kin allege rape.,1,C-ADD:ABSENT→PERIOD,True,
178,Can you speak in language I understand asks Kanimozhi to RS Dy Chairman,Can you speak in language I understand asks Kanimozhi to RS Dy Chairman.,1,C-ADD:ABSENT→PERIOD,True,
179,SpiceJet passenger was caught carrying 22 live cartridges in Pune,A SpiceJet passenger was caught carrying 22 live cartridges in Pune.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
180,bodies of which 17 of them burned were found near US-Mexico border,bodies of which 17 of them burned were found near US - Mexico border.,1,C-ADD:ABSENT→PERIOD,True,
181,Was born to do Gully Boy and only I could pull it off says Ranveer,Was born to do Gully Boy and only I could pull it off says Ranveer.,1,C-ADD:ABSENT→PERIOD,True,
182,There is no substitute for hard work says Madhuri Dixit,There is no substitute for hard work says Madhuri Dixit.,1,C-ADD:ABSENT→PERIOD,True,
183,Cambridge Analytica owner ignores data request was fined ₹13.5L,Cambridge Analytica owner ignores data request was fined ₹ 13.5L.,1,C-ADD:ABSENT→PERIOD,True,
184,Instagram adds feature on iOS to post on multiple accounts,Instagram adds feature on iOS to post on multiple accounts.,1,C-ADD:ABSENT→PERIOD,True,
185,Google Search adds new feature to find past searches,Google Search adds new feature to find past searches.,1,C-ADD:ABSENT→PERIOD,True,
186,PM in 'tearing hurry' to sack CBI chief due to Rafale says Rahul,A PM in ' tearing hurry ' to sack CBI chief due to Rafale says Rahul.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
187,Disappointed when misogyny is normalised in politics says Mufti,Disappointed when misogyny is normalised in politics says Mufti.,1,C-ADD:ABSENT→PERIOD,True,
188,Not many know how much Cong culture had damaged our defence says PM,Not many know how much Cong culture had damaged our defence says PM.,1,C-ADD:ABSENT→PERIOD,True,
189,HC rejects Lalu Prasad's bail plea in fodder scam cases,HC rejects Lalu Prasad 's bail plea in fodder scam cases.,1,C-ADD:ABSENT→PERIOD,True,
190,Government's 10% quota bill challenged in Supreme Court,Government 's 10 % quota bill challenged in Supreme Court.,1,C-ADD:ABSENT→PERIOD,True,
191,Try babysitting to survive govt shutdown says US Coast Guard to staff,Try babysitting to survive govt shutdown says US Coast Guard to staff.,1,C-ADD:ABSENT→PERIOD,True,
192,Jet Airways proposes late debt repayments to creditors,Jet Airways proposes late debt repayments to creditors.,1,C-ADD:ABSENT→PERIOD,True,
193,Bank of Baroda to increase minimum balance limit by 100%,Bank of Baroda to increase minimum balance limit by 100 %.,1,C-ADD:ABSENT→PERIOD,True,
194,Oscars 2019 to be held without host for 1st time in 30yrs says Report,Oscars 2019 to be held without host for 1st time in 30yrs says Report.,1,C-ADD:ABSENT→PERIOD,True,
195,Mumbai Police tweets road safety meme from Ranveer's 'Gully Boy',Mumbai Police tweets road safety meme from Ranveer 's ' Gully Boy '.,1,C-ADD:ABSENT→PERIOD,True,
196,CoA chief mulls 2-game ban on Pandya and Rahul for offensive comments,CoA chief mulls 2 - game ban on Pandya and Rahul for offensive comments.,1,C-ADD:ABSENT→PERIOD,True,
197,Aus man was arrested for sending suspicious package to Indian consulate,Aus man was arrested for sending suspicious package to Indian consulate.,1,C-ADD:ABSENT→PERIOD,True,
198,GST exemption limit was doubled to ₹40 lakh in relief to small firms,A GST exemption limit was doubled to ₹ 40 lakh in relief to small firms.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
199,Thief fleeing with jewellery falls from 9th floor of building and dies,A Thief fleeing with jewellery falls from 9th floor of building and dies.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
200,Not making Hindi mandatory and media report 'mischievous'says Govt,Not making Hindi mandatory and media report ' mischievous'says Govt.,1,C-ADD:ABSENT→PERIOD,True,
201,Pak ban on Indian content won't end contact among people says VK Singh,A Pak ban on Indian content wo n't end contact among people says VK Singh.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
202,LGBTQ issues not acceptable in Army says Army chief Gen Bipin Rawat,LGBTQ issues not acceptable in Army says Army chief Gen Bipin Rawat.,1,C-ADD:ABSENT→PERIOD,True,
203,J&K IAS officer who quit had failed to condemn terror says Minister,J&K IAS officer who quit had failed to condemn terror says Minister.,1,C-ADD:ABSENT→PERIOD,True,
204,BJP youth wing member was arrested in Bulandshahr violence case,BJP youth wing member was arrested in Bulandshahr violence case.,1,C-ADD:ABSENT→PERIOD,True,
205,UP woman delivers baby on floor as no doctor was available,UP woman delivers baby on floor as no doctor was available.,1,C-ADD:ABSENT→PERIOD,True,
206,I was Denied immigration at Mumbai airport for not knowing Hindi says TN man,I was Denied immigration at Mumbai airport for not knowing Hindi says TN man.,1,C-ADD:ABSENT→PERIOD,True,
207,Menstruating woman dies after being forced to stay in a hut in Nepal,Menstruating woman dies after being forced to stay in a hut in Nepal.,1,C-ADD:ABSENT→PERIOD,True,
208,Google Assistant to offer real-time language translation,Google Assistant to offer real - time language translation.,1,C-ADD:ABSENT→PERIOD,True,
209,Smart e-bike that connects to Amazon's Alexa was unveiled at CES,Smart e - bike that connects to Amazon 's Alexa was unveiled at CES.,1,C-ADD:ABSENT→PERIOD,True,
210,Rahul's remark on Sitharaman is a new low in politics says Swaraj,Rahul 's remark on Sitharaman is a new low in politics says Swaraj.,1,C-ADD:ABSENT→PERIOD,True,
211,If ready for talks with Taliban then why not J&K separatists says Mufti,If ready for talks with Taliban then why not J&K separatists says Mufti.,1,C-ADD:ABSENT→PERIOD,True,
212,PM who had advised youth to fry pakodas gave reservation says Sena,PM who had advised youth to fry pakodas gave reservation says Sena.,1,C-ADD:ABSENT→PERIOD,True,
213,NCW sends notice to Rahul after his 'PM hid behind woman' remark,NCW sends notice to Rahul after his ' PM hid behind woman ' remark.,1,C-ADD:ABSENT→PERIOD,True,
214,Where will you get the jobs from asked Shiv Sena on 10% quota,Where will you get the jobs from asked Shiv Sena on 10 % quota.,1,C-ADD:ABSENT→PERIOD,True,
215,Ola parent raises $74 million and is at $5.7-billion valuation,An Ola parent raises $ 74 million and is at $ 5.7 - billion valuation.,2,FW-ADD:ABSENT→an|C-ADD:ABSENT→PERIOD,True,
216,B'desh man was jailed over photoshopped pics of Manmohan Singh and others,B'desh man was jailed over photoshopped pics of Manmohan Singh and others.,1,C-ADD:ABSENT→PERIOD,True,
217,BJP leader was shot dead in Bihar's Muzaffarpur district,BJP leader was shot dead in Bihar 's Muzaffarpur district.,1,C-ADD:ABSENT→PERIOD,True,
218,About 300 terrorists are waiting to enter into India says Army chief,About 300 terrorists are waiting to enter into India says Army chief.,1,C-ADD:ABSENT→PERIOD,True,
219,Robbers loot ₹25L cash and thrash passengers in Delhi-Bihar train,Robbers loot ₹ 25L cash and thrash passengers in Delhi - Bihar train.,1,C-ADD:ABSENT→PERIOD,True,
220,Prepare for jobs of the future with Great Learning’s AI program,Prepare for jobs of the future with Great Learning ’s AI program.,1,C-ADD:ABSENT→PERIOD,True,
221,One of the five SC judges in Ayodhya dispute opts out of the case,One of the five SC judges in Ayodhya dispute opts out of the case.,1,C-ADD:ABSENT→PERIOD,True,
222,Huawei announces the launch of Huawei Y9 2019 in India,Huawei announces the launch of Huawei Y9 2019 in India.,1,C-ADD:ABSENT→PERIOD,True,
223,36-yr-old woman dyes hair grey and claims that she entered temple,36 - yr - old woman dyes hair grey and claims that she entered temple.,1,C-ADD:ABSENT→PERIOD,True,
224,Team needed 6 runs to win off last ball but wins with 1 ball to spare,Team needed 6 runs to win off last ball but wins with 1 ball to spare.,1,C-ADD:ABSENT→PERIOD,True,
225,Tesla sued for its faulty battery after 2 teens died in 186-kmph crash,Tesla sued for its faulty battery after 2 teens died in 186 - kmph crash.,1,C-ADD:ABSENT→PERIOD,True,
226,Repeated radio signals were detected for 2nd time from outside Milky Way,Repeated radio signals were detected for 2nd time from outside Milky Way.,1,C-ADD:ABSENT→PERIOD,True,
227,Maharashtra woman was arrested for sexual abuse of friend's 11-yr-old son,Maharashtra woman was arrested for sexual abuse of friend 's 11 - yr - old son.,1,C-ADD:ABSENT→PERIOD,True,
228,Sidhu gets Z+ security and Land Cruiser from Punjab CM's fleet,Sidhu gets Z+ security and Land Cruiser from Punjab CM 's fleet.,1,C-ADD:ABSENT→PERIOD,True,
229,Going to give 1-year-old daughter AK-47 says Drug lord's text to wife,Going to give 1 - year - old daughter AK-47 says Drug lord 's text to wife.,1,C-ADD:ABSENT→PERIOD,True,
230,You can enjoy a day at the zoo because walls work says Trump's son,You can enjoy a day at the zoo because walls work says Trump 's son.,1,C-ADD:ABSENT→PERIOD,True,
231,New York's iconic 90-year-old Chrysler Building goes for sale,New York 's iconic 90 - year - old Chrysler Building goes for sale.,1,C-ADD:ABSENT→PERIOD,True,
232,Air India starts using food stocked from India on return flights,Air India starts using food stocked from India on return flights.,1,C-ADD:ABSENT→PERIOD,True,
233,₹73 crore crypto ransom was demanded for Norway millionaire's wife,₹ 73 crore crypto ransom was demanded for Norway millionaire 's wife.,1,C-ADD:ABSENT→PERIOD,True,
234,There is No point of reservation if it covers whole population says Amartya,There is No point of reservation if it covers whole population says Amartya.,1,C-ADD:ABSENT→PERIOD,True,
235,Cong fields Randeep Surjewala as its candidate for Jind bypoll,A Cong fields Randeep Surjewala as its candidate for Jind bypoll.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
236,"After Saumitra Khan, TMC also expels Lok Sabha MP Anupam Hazra","After Saumitra Khan , TMC also expels Lok Sabha MP Anupam Hazra.",1,C-ADD:ABSENT→PERIOD,True,
237,3 Assam ministers resign in protest against the citizenship bill,3 Assam ministers resign in protest against the citizenship bill.,1,C-ADD:ABSENT→PERIOD,True,
238,IIT-Madras team create 'space fuel' to curb the greenhouse gases,IIT - Madras team create ' space fuel ' to curb the greenhouse gases.,1,C-ADD:ABSENT→PERIOD,True,
239,Man was tied to electricity pole and thrashed on theft suspicion,A Man was tied to electricity pole and thrashed on theft suspicion.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
240,Army rescues 150 tourists in Sikkim stuck in sub-zero temperatures,Army rescues 150 tourists in Sikkim stuck in sub - zero temperatures.,1,C-ADD:ABSENT→PERIOD,True,
241,"Man was stabbed on Hyderabad street for not returning ₹5,000","A Man was stabbed on Hyderabad street for not returning ₹ 5,000.",2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
242,Marathi literary body chief resigns after Sahgal’s invite row,Marathi literary body chief resigns after Sahgal ’s invite row.,1,C-ADD:ABSENT→PERIOD,True,
243,Ending war without Taliban talking to us is a 'dream' says  Afghanistan,Ending war without Taliban talking to us is a ' dream ' says   Afghanistan.,1,C-ADD:ABSENT→PERIOD,True,
244,Trump's Border Wall Debate Internal US Political Matter: Mexico President,Trump 's Border Wall Debate Internal US Political Matter : Mexico President.,1,C-ADD:ABSENT→PERIOD,True,
245,Unions are protesting on 'non-existent' issues says FM on Bharat Bandh,Unions are protesting on ' non - existent ' issues says FM on Bharat Bandh.,1,C-ADD:ABSENT→PERIOD,True,
246,quota for economically weak in the general category cleared by RS,A quota for economically weak in the general category cleared by RS.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
247,Heard you are a good babysitter so I need one right now says Rohit to Pant,Heard you are a good babysitter so I need one right now says Rohit to Pant.,1,C-ADD:ABSENT→PERIOD,True,
248,Bihar spinner Aman takes 68 wickets and breaks Bedi's 44-yr-old record,Bihar spinner Aman takes 68 wickets and breaks Bedi 's 44 - yr - old record.,1,C-ADD:ABSENT→PERIOD,True,
249,21-year-old olympic champ said that his coach abused him  since he was 17,21 - year - old olympic champ said that his coach abused him   since he was 17.,1,C-ADD:ABSENT→PERIOD,True,
250,US island offers ₹91.6 lakh to two people to look after a lighthouse,US island offers ₹ 91.6 lakh to two people to look after a lighthouse.,1,C-ADD:ABSENT→PERIOD,True,
251,"IAS topper Omar resigns, saying that Bureaucracy's loss is politics' gain","IAS topper Omar resigns , saying that Bureaucracy 's loss is politics ' gain.",1,C-ADD:ABSENT→PERIOD,True,
252,Rahul said to PM Modi Be a man after his 'PM hid behind woman' remark (colon issue),Rahul said to PM Modi Be a man after his ' PM hid behind woman ' remark ( colon issue ).,1,C-ADD:ABSENT→PERIOD,True,
253,Delhi HC remarks that wife slapping man cannot be instigated to commit suicide (colon issue 1),Delhi HC remarks that wife slapping man can not be instigated to commit suicide ( colon issue 1 ).,1,C-ADD:ABSENT→PERIOD,True,
254,Report suggests that CBI Director cancels most transfer orders by interim chief (colon issue),A Report suggests that CBI Director cancels most transfer orders by interim chief ( colon issue ).,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
255,India allows  Bank Pasargad of Iran to open branch in Mumbai(apostrophe issue),India allows   Bank Pasargad of Iran to open branch in Mumbai(apostrophe issue ).,1,C-ADD:ABSENT→PERIOD,True,
256,Kangana denied any pressure on clash of the release of her film with film Thackeray( colon issue 1),Kangana denied any pressure on clash of the release of her film with film Thackeray ( colon issue 1 ).,1,C-ADD:ABSENT→PERIOD,True,
257,Pak SC ordered that they won't allow Indian TV shows as they damage culture,Pak SC ordered that they wo n't allow Indian TV shows as they damage culture.,1,C-ADD:ABSENT→PERIOD,True,
258,Mahesh said that I condemn the act on Fir against 'The Accidental ...',Mahesh said that I condemn the act on Fir against ' The Accidental ... '.,1,C-ADD:ABSENT→PERIOD,True,
259,Zoya said she is always surprised to be called elite class,Zoya said she is always surprised to be called elite class.,1,C-ADD:ABSENT→PERIOD,True,
260,Alia said both Ranveer and Ranbir are superb human beings and actors,Alia said both Ranveer and Ranbir are superb human beings and actors.,1,C-ADD:ABSENT→PERIOD,True,
261,Twitter is about to start a program to test new conversation features(helping verb missing issue),A Twitter is about to start a program to test new conversation features(helping verb missing issue ).,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
262,AI kit that can control wheelchair with face was shown at CES (helping verb issue),AI kit that can control wheelchair with face was shown at CES ( helping verb issue ).,1,C-ADD:ABSENT→PERIOD,True,
263,TMC MP Saumitra Khan joins BJP on which party says he was expelled (connecting two sentences),TMC MP Saumitra Khan joins BJP on which party says he was expelled ( connecting two sentences ).,1,C-ADD:ABSENT→PERIOD,True,
264,Sena said to BJP that they should solve farmer's issues first before talking about coalition,Sena said to BJP that they should solve farmer 's issues first before talking about coalition.,1,C-ADD:ABSENT→PERIOD,True,
265,E-pharmacy startup 1mg to raise $35mn at $200mn valuation (ambigious),An E - pharmacy startup 1 mg to raise $ 35mn at $ 200mn valuation ( ambigious ).,2,FW-ADD:ABSENT→an|C-ADD:ABSENT→PERIOD,True,
266,Snapdeal has to face prosecution in Karnataka for illegal drug sale( helping verb missing and abbreviation is used),Snapdeal has to face prosecution in Karnataka for illegal drug sale ( helping verb missing and abbreviation is used ).,1,C-ADD:ABSENT→PERIOD,True,
267,Delhi Police said that there is 11.72% decline in heinous crimes,Delhi Police said that there is 11.72 % decline in heinous crimes.,1,C-ADD:ABSENT→PERIOD,True,
268,Pak suspends licences of 16 pilots and 65 cabin crew members on having fake degrees( preposition missing),Pak suspends licences of 16 pilots and 65 cabin crew members on having fake degrees ( preposition missing ).,1,C-ADD:ABSENT→PERIOD,True,
269,Police seek DNA of male staff after US woman in coma gives birth( correct),Police seek DNA of male staff after US woman in coma gives birth ( correct ).,1,C-ADD:ABSENT→PERIOD,True,
270,Shell buys out Total's 26% stake in Hazira LNG and Port(correct),Shell buys out Total 's 26 % stake in Hazira LNG and Port(correct ).,1,C-ADD:ABSENT→PERIOD,True,
271,"Pfizer is shutting manufacturing plants in Chennai, Aurangabad (incorrect verb)","Pfizer is shutting manufacturing plants in Chennai , Aurangabad ( incorrect verb ).",1,C-ADD:ABSENT→PERIOD,True,
272,Boeing becomes world's largest planemaker for 7th year in straight,Boeing becomes world 's largest planemaker for 7th year in straight.,1,C-ADD:ABSENT→PERIOD,True,
273,World's richest person Jeff Bezos and wife to divorce after 25 years,World 's richest person Jeff Bezos and wife to divorce after 25 years.,1,C-ADD:ABSENT→PERIOD,True,
274,Kedarnath maker said about court case that Sara has no clue what he went through,A Kedarnath maker said about court case that Sara has no clue what he went through.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
275,Aishwarya said she took bullets when it was cakewalk for other on pregnancy,Aishwarya said she took bullets when it was cakewalk for other on pregnancy.,1,C-ADD:ABSENT→PERIOD,True,
276,"MP lose 6 wickets without scoring a run, go from 35/3 to 35 all out (correct)","MP lose 6 wickets without scoring a run , go from 35/3 to 35 all out ( correct ).",1,C-ADD:ABSENT→PERIOD,True,
277,Ex-football coach dies after car hits tree on day of sex abuse trial (correct),An Ex - football coach dies after car hits tree on day of sex abuse trial ( correct ).,2,FW-ADD:ABSENT→an|C-ADD:ABSENT→PERIOD,True,
278,"Japan's passport ranked world's most powerful, India ranked 79th (verb missing in 2nd sentence)","Japan 's passport ranked world 's most powerful , India ranked 79th ( verb missing in 2nd sentence ).",1,C-ADD:ABSENT→PERIOD,True,
279,"Daggers, hydrogen peroxide is recovered in police raid at RSS office (is missing)","Daggers , hydrogen peroxide is recovered in police raid at RSS office ( is missing ).",1,C-ADD:ABSENT→PERIOD,True,
280,PM Modi asked was Rafale deal held up because of Michel mama ( colon issue 1),A PM Modi asked was Rafale deal held up because of Michel mama ( colon issue 1 ).,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
281,"Amazon got criticism on selling toilet covers with Islam's holy text (verb missing , 2 sentences)","Amazon got criticism on selling toilet covers with Islam 's holy text ( verb missing , 2 sentences ).",1,C-ADD:ABSENT→PERIOD,True,
282,RBI gives $400 million to Sri Lanka's central bank under swap deal,RBI gives $ 400 million to Sri Lanka 's central bank under swap deal.,1,C-ADD:ABSENT→PERIOD,True,
283,Scientists discover a process that stabilises fusion plasmas,Scientists discover a process that stabilises fusion plasmas.,1,C-ADD:ABSENT→PERIOD,True,
284,India is 2nd highest contributor to IBM's 2018 US patent record ( is missing),India is 2nd highest contributor to IBM 's 2018 US patent record ( is missing ).,1,C-ADD:ABSENT→PERIOD,True,
285,"PM Modi launches projects worth ₹3,500 crore in Agra (correct)","A PM Modi launches projects worth ₹ 3,500 crore in Agra ( correct ).",2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
286,World Bank's outgoing President is joining private equity firm (incorrect verb used to -> is + verb+ing),World Bank 's outgoing President is joining private equity firm ( incorrect verb used to - > is + verb+ing ).,1,C-ADD:ABSENT→PERIOD,True,
287,Apple CEO Tim Cook earns ₹960 crore in 2018 (correct),Apple CEO Tim Cook earns ₹ 960 crore in 2018 ( correct ).,1,C-ADD:ABSENT→PERIOD,True,
288,South Korean startup makes ₹1.2L smart treadmill for cats (correct),South Korean startup makes ₹ 1.2L smart treadmill for cats ( correct ).,1,C-ADD:ABSENT→PERIOD,True,
289,"Car sales in China, world's biggest market, fall 1st time in 20 yrs (correct)","A Car sales in China , world 's biggest market , fall 1st time in 20 yrs ( correct ).",2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
290,Nun who protested against bishop gets 'anti-religious life' notice (correct),Nun who protested against bishop gets ' anti - religious life ' notice ( correct ).,1,C-ADD:ABSENT→PERIOD,True,
291,Noida installs 'tyre killers' to stop vehicles driving on wrong side (correct),Noida installs ' tyre killers ' to stop vehicles driving on wrong side ( correct ).,1,C-ADD:ABSENT→PERIOD,True,
292,Photoshop failure shows Australia PM with 2 left feet in portrait (noun is mistaken as verb),A Photoshop failure shows Australia PM with 2 left feet in portrait ( noun is mistaken as verb ).,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
293,YouTube faces global outage for over an hour (correct),A YouTube faces global outage for over an hour ( correct ).,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
294,It was unveiled at CES that tech will monitor drivers and passengers in cars (),It was unveiled at CES that tech will monitor drivers and passengers in cars ( ).,1,C-ADD:ABSENT→PERIOD,True,
295,Fire breaks out at under-construction hospital in Maharashtra,A Fire breaks out at under - construction hospital in Maharashtra.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
296,Oldest person in US died at age of 114 ( incorrect verb form is used),Oldest person in US died at age of 114 ( incorrect verb form is used ).,1,C-ADD:ABSENT→PERIOD,True,
297,Yes Bank finalises names of potential successors to Rana Kapoor (correct),Yes Bank finalises names of potential successors to Rana Kapoor ( correct ).,1,C-ADD:ABSENT→PERIOD,True,
298,Govt to issue new safety rules for A320neos with P&W engines (correct),Govt to issue new safety rules for A320neos with P&W engines ( correct ).,1,C-ADD:ABSENT→PERIOD,True,
299,Rishabh Pant dances to Bharat Army's 'babysit' song dedicated to him (correct),Rishabh Pant dances to Bharat Army 's ' babysit ' song dedicated to him ( correct ).,1,C-ADD:ABSENT→PERIOD,True,
300,6 Indians fined for illegal betting in Bangladesh Premier League (correct),6 Indians fined for illegal betting in Bangladesh Premier League ( correct ).,1,C-ADD:ABSENT→PERIOD,True,
301,Body of 25-year-old woman found inside suitcase in Delhi,A Body of 25 - year - old woman found inside suitcase in Delhi.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
302,Fitness trainer in J&K hospitalised over addiction to PUBG,A Fitness trainer in J&K hospitalised over addiction to PUBG.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
303,Man drives a truck on fire to isolated place to avoid risk to others,A Man drives a truck on fire to isolated place to avoid risk to others.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
304,Journalist is jailed over Paradise Papers probe on previous Turkey PM (ex-> previous ; is missing),A Journalist is jailed over Paradise Papers probe on previous Turkey PM ( ex- > previous ; is missing ).,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
305,Indian oil companies has started paying Iran for oil in rupees ( has missing + third form of verb missing),Indian oil companies has started paying Iran for oil in rupees ( has missing + third form of verb missing ).,1,C-ADD:ABSENT→PERIOD,True,
306,WhatsApp may introduce fingerprint verification for Android,WhatsApp may introduce fingerprint verification for Android.,1,C-ADD:ABSENT→PERIOD,True,
307,"AT&T updates 4G logo with '5G E', got criticism for misleading (2 sentences, missing verb)","AT&T updates 4 G logo with ' 5 G E ' , got criticism for misleading ( 2 sentences , missing verb ).",1,C-ADD:ABSENT→PERIOD,True,
308,Shiv Sena tells BJP that Do not threaten us or we will bury you ( that missing for someone said something),Shiv Sena tells BJP that Do not threaten us or we will bury you ( that missing for someone said something ).,1,C-ADD:ABSENT→PERIOD,True,
309,"PM Modi launches road, sewerage projects in Maharashtra","A PM Modi launches road , sewerage projects in Maharashtra.",2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
310,7 parties seek registration from Election Commission,7 parties seek registration from Election Commission.,1,C-ADD:ABSENT→PERIOD,True,
311,Lucknow's 'Andhe Ki Chowki' and 'Langda Phatak' to be renamed (and is misssing),Lucknow 's ' Andhe Ki Chowki ' and ' Langda Phatak ' to be renamed ( and is misssing ).,1,C-ADD:ABSENT→PERIOD,True,
312,Taliban cancels peace talks with US over agenda disagreement,Taliban cancels peace talks with US over agenda disagreement.,1,C-ADD:ABSENT→PERIOD,True,
313,"Assets worth ₹6,000cr detected under foreign black money law","Assets worth ₹ 6,000cr detected under foreign black money law.",1,C-ADD:ABSENT→PERIOD,True,
314,UpGrad & IIIT B's Data Science program sees 90% rise in enrolment,UpGrad & IIIT B 's Data Science program sees 90 % rise in enrolment.,1,C-ADD:ABSENT→PERIOD,True,
315,"BCCI has given 24hrs to Pandya, KL Rahul to explain their remarks on talk show ( has + verb form missing)","BCCI has given 24hrs to Pandya , KL Rahul to explain their remarks on talk show ( has + verb form missing ).",1,C-ADD:ABSENT→PERIOD,True,
316,CBI chief Alok Verma resumes work after 77-day leave,CBI chief Alok Verma resumes work after 77 - day leave.,1,C-ADD:ABSENT→PERIOD,True,
317,Cong appoints Apsara Reddy as 1st transgender office-bearer,A Cong appoints Apsara Reddy as 1st transgender office - bearer.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
318,Private FM stations allowed to air news from All India Radio,Private FM stations allowed to air news from All India Radio.,1,C-ADD:ABSENT→PERIOD,True,
319,"India and Norway agreed to collaborate each other on ocean economy and SDGs ( verb missing , ,-> and)","India and Norway agreed to collaborate each other on ocean economy and SDGs ( verb missing , , - > and ).",1,C-ADD:ABSENT→PERIOD,True,
320,Tamil Nadu announces creation of 33rd district Kallakurichi,Tamil Nadu announces creation of 33rd district Kallakurichi.,1,C-ADD:ABSENT→PERIOD,True,
321,Protestor dies in Karnataka during strike by trade unions,Protestor dies in Karnataka during strike by trade unions.,1,C-ADD:ABSENT→PERIOD,True,
322,Tamil Nadu District Collector enrolls daughter at anganwadi,Tamil Nadu District Collector enrolls daughter at anganwadi.,1,C-ADD:ABSENT→PERIOD,True,
323,"passengers were grounded for 2 hours with dead body after Man dies on flight (2 sentences, conncetor missing)","passengers were grounded for 2 hours with dead body after Man dies on flight ( 2 sentences , conncetor missing ).",1,C-ADD:ABSENT→PERIOD,True,
324,Trump calls Indian-origin policeman killed in US a national hero,A Trump calls Indian - origin policeman killed in US a national hero.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
325,"A girl from saudi who was seeking asylum has given refugee status by UN ( 2 sentences, mixture)","A girl from saudi who was seeking asylum has given refugee status by UN ( 2 sentences , mixture ).",1,C-ADD:ABSENT→PERIOD,True,
326,A Man is found dead at night shelter for homeless in Aligarh ( is missing),A Man is found dead at night shelter for homeless in Aligarh ( is missing ).,1,C-ADD:ABSENT→PERIOD,True,
327,Five of a family found dead at home in Uttar Pradesh,Five of a family found dead at home in Uttar Pradesh.,1,C-ADD:ABSENT→PERIOD,True,
328,"10-yr-old child consumed insecticide, he said there was no food at home ( noun missing)","10 - yr - old child consumed insecticide , he said there was no food at home ( noun missing ).",1,C-ADD:ABSENT→PERIOD,True,
329,"Two men try to sell pangolin worth ₹40 lakh, held in Thane","Two men try to sell pangolin worth ₹ 40 lakh , held in Thane.",1,C-ADD:ABSENT→PERIOD,True,
330,Cabinet approves ST status for 6 communities in Assam,Cabinet approves ST status for 6 communities in Assam.,1,C-ADD:ABSENT→PERIOD,True,
331,Buddha boy is under probe in Nepal over missing devotees ( is missing),A Buddha boy is under probe in Nepal over missing devotees ( is missing ).,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
332,I&B Ministry raises govt's ad rates in print media by 25%,I&B Ministry raises govt 's ad rates in print media by 25 %.,1,C-ADD:ABSENT→PERIOD,True,
333,LS passes 10% quota bill for economically weak in general category,LS passes 10 % quota bill for economically weak in general category.,1,C-ADD:ABSENT→PERIOD,True,
