newspaper,sentence_id,parse_type,feature_id,feature_name,mnemonic,canonical_value,headline_value,canonical_context,headline_context,deleted_punctuation,position,context,before,after,added_punctuation
Times-of-India,106,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux:pass,punct,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,acl,aux:pass,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,punct,root,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux:pass,case,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,obl,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,16,13,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CONST-REM,Constituent Removal,CONST-REM,ADVP-REM,ABSENT,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Inf,Fin,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Part,Fin,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Inf,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Part,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Part,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Part,Fin,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,13,13,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,both,PUNCT-DEL,Punctuation Deletion,PUNCT-DEL,apostrophe,,Google’s limit on the ‘right to be forgotten’ was supported ,Google limit on ‘right to be forgotten’ was supported in Eur,apostrophe,-1.0,Google’s limit on the ‘right to be forgo,,,
Times-of-India,106,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,both,H-TYPE,Headline Type,H-TYPE,,non-fragment,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,14,12,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,36,30,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.93,2.50,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,106,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,1.75,1.71,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google limit on ‘right to be forgotten’ was supported in Europe,,,,,,
Times-of-India,107,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,"Tata Motors-owned Jaguar Land Rover will slash 4,500 jobs.","Tata Motors-owned Jaguar Land Rover to slash 4,500 jobs",,,,,,
Times-of-India,107,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj,root,"Tata Motors-owned Jaguar Land Rover will slash 4,500 jobs.","Tata Motors-owned Jaguar Land Rover to slash 4,500 jobs",,,,,,
Times-of-India,107,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux,mark,"Tata Motors-owned Jaguar Land Rover will slash 4,500 jobs.","Tata Motors-owned Jaguar Land Rover to slash 4,500 jobs",,,,,,
Times-of-India,107,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,acl,"Tata Motors-owned Jaguar Land Rover will slash 4,500 jobs.","Tata Motors-owned Jaguar Land Rover to slash 4,500 jobs",,,,,,
Times-of-India,107,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,12,11,"Tata Motors-owned Jaguar Land Rover will slash 4,500 jobs.","Tata Motors-owned Jaguar Land Rover to slash 4,500 jobs",,,,,,
Times-of-India,107,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Part,"Tata Motors-owned Jaguar Land Rover will slash 4,500 jobs.","Tata Motors-owned Jaguar Land Rover to slash 4,500 jobs",,,,,,
Times-of-India,107,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Inf,"Tata Motors-owned Jaguar Land Rover will slash 4,500 jobs.","Tata Motors-owned Jaguar Land Rover to slash 4,500 jobs",,,,,,
Times-of-India,107,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,5,5,"Tata Motors-owned Jaguar Land Rover will slash 4,500 jobs.","Tata Motors-owned Jaguar Land Rover to slash 4,500 jobs",,,,,,
Times-of-India,107,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,4,4,"Tata Motors-owned Jaguar Land Rover will slash 4,500 jobs.","Tata Motors-owned Jaguar Land Rover to slash 4,500 jobs",,,,,,
Times-of-India,107,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,4,4,"Tata Motors-owned Jaguar Land Rover will slash 4,500 jobs.","Tata Motors-owned Jaguar Land Rover to slash 4,500 jobs",,,,,,
Times-of-India,107,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,4,4,"Tata Motors-owned Jaguar Land Rover will slash 4,500 jobs.","Tata Motors-owned Jaguar Land Rover to slash 4,500 jobs",,,,,,
Times-of-India,107,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,"Tata Motors-owned Jaguar Land Rover will slash 4,500 jobs.","Tata Motors-owned Jaguar Land Rover to slash 4,500 jobs",,,,,,
Times-of-India,107,both,H-TYPE,Headline Type,H-TYPE,,fragment,"Tata Motors-owned Jaguar Land Rover will slash 4,500 jobs.","Tata Motors-owned Jaguar Land Rover to slash 4,500 jobs",,,,,,
Times-of-India,107,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,6,6,"Tata Motors-owned Jaguar Land Rover will slash 4,500 jobs.","Tata Motors-owned Jaguar Land Rover to slash 4,500 jobs",,,,,,
Times-of-India,107,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,21,20,"Tata Motors-owned Jaguar Land Rover will slash 4,500 jobs.","Tata Motors-owned Jaguar Land Rover to slash 4,500 jobs",,,,,,
Times-of-India,107,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,1.91,1.80,"Tata Motors-owned Jaguar Land Rover will slash 4,500 jobs.","Tata Motors-owned Jaguar Land Rover to slash 4,500 jobs",,,,,,
Times-of-India,107,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.22,2.11,"Tata Motors-owned Jaguar Land Rover will slash 4,500 jobs.","Tata Motors-owned Jaguar Land Rover to slash 4,500 jobs",,,,,,
Times-of-India,108,dependency,FW-DEL,Function Word Deletion,FW-DEL,SCONJ-DEL,ABSENT,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,dependency,FW-ADD,Function Word Addition,FW-ADD,ABSENT,CCONJ-ADD,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,dependency,FW-ADD,Function Word Addition,FW-ADD,ABSENT,PRON-PERS-ADD,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux,root,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,obj,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,mark,cc,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,ccomp,conj,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,dependency,HEAD-CHG,Dependency Head Change,HEAD-CHG,5,4,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,14,13,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,constituency,CONST-REM,Constituent Removal,CONST-REM,SBAR-REM,ABSENT,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Inf,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Part,Fin,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Part,Fin,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Inf,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Inf,Fin,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Inf,Fin,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,15,15,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,14,14,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,12,12,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,both,H-TYPE,Headline Type,H-TYPE,,non-fragment,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,11,8,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,27,26,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.69,2.17,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,108,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.00,1.92,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls-Royce warns Brexit and it could bring production to a halt,,,,,,
Times-of-India,109,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux,root,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,det,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,obj,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,obj,mark,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,mark,acl,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,acl,compound,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,compound,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,compound,obj,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,dependency,HEAD-CHG,Dependency Head Change,HEAD-CHG,3,2,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,13,10,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Inf,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Part,Fin,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Inf,Fin,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,9,9,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,10,10,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,10,10,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,both,H-TYPE,Headline Type,H-TYPE,,non-fragment,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,12,11,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,26,22,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.75,1.78,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,109,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,1.92,1.75,Scientists have found a protein to make a mosquito birth control drug.,Scientists find a protein to make mosquito birth control drug,,,,,,
Times-of-India,110,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,A star-producing quasar brighter than 600 trillion Suns was found.,Star-producing quasar brighter than 600 trillion Suns was found,,,,,,
Times-of-India,110,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,compound,A star-producing quasar brighter than 600 trillion Suns was found.,Star-producing quasar brighter than 600 trillion Suns was found,,,,,,
Times-of-India,110,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,compound,punct,A star-producing quasar brighter than 600 trillion Suns was found.,Star-producing quasar brighter than 600 trillion Suns was found,,,,,,
Times-of-India,110,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,punct,amod,A star-producing quasar brighter than 600 trillion Suns was found.,Star-producing quasar brighter than 600 trillion Suns was found,,,,,,
Times-of-India,110,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,amod,compound,A star-producing quasar brighter than 600 trillion Suns was found.,Star-producing quasar brighter than 600 trillion Suns was found,,,,,,
Times-of-India,110,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,compound,amod,A star-producing quasar brighter than 600 trillion Suns was found.,Star-producing quasar brighter than 600 trillion Suns was found,,,,,,
Times-of-India,110,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,amod,fixed,A star-producing quasar brighter than 600 trillion Suns was found.,Star-producing quasar brighter than 600 trillion Suns was found,,,,,,
