newspaper,sentence_id,parse_type,feature_id,feature_name,mnemonic,canonical_value,headline_value,canonical_context,headline_context,added_punctuation,position,context,before,after,deleted_punctuation
Hindustan-Times,111,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,14,11,Six Karni Sena members who gathered outside Kangana's house have been arrested.,6 Karni Sena members who gathered outside Kangana's house arrested,,,,,,
Hindustan-Times,111,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Six Karni Sena members who gathered outside Kangana's house have been arrested.,6 Karni Sena members who gathered outside Kangana's house arrested,,,,,,
Hindustan-Times,111,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Part,Fin,Six Karni Sena members who gathered outside Kangana's house have been arrested.,6 Karni Sena members who gathered outside Kangana's house arrested,,,,,,
Hindustan-Times,111,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Part,Fin,Six Karni Sena members who gathered outside Kangana's house have been arrested.,6 Karni Sena members who gathered outside Kangana's house arrested,,,,,,
Hindustan-Times,111,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Part,Fin,Six Karni Sena members who gathered outside Kangana's house have been arrested.,6 Karni Sena members who gathered outside Kangana's house arrested,,,,,,
Hindustan-Times,111,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Part,Fin,Six Karni Sena members who gathered outside Kangana's house have been arrested.,6 Karni Sena members who gathered outside Kangana's house arrested,,,,,,
Hindustan-Times,111,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,Six Karni Sena members who gathered outside Kangana's house have been arrested.,6 Karni Sena members who gathered outside Kangana's house arrested,,,,,,
Hindustan-Times,111,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,11,11,Six Karni Sena members who gathered outside Kangana's house have been arrested.,6 Karni Sena members who gathered outside Kangana's house arrested,,,,,,
Hindustan-Times,111,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,9,9,Six Karni Sena members who gathered outside Kangana's house have been arrested.,6 Karni Sena members who gathered outside Kangana's house arrested,,,,,,
Hindustan-Times,111,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,11,11,Six Karni Sena members who gathered outside Kangana's house have been arrested.,6 Karni Sena members who gathered outside Kangana's house arrested,,,,,,
Hindustan-Times,111,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,Six Karni Sena members who gathered outside Kangana's house have been arrested.,6 Karni Sena members who gathered outside Kangana's house arrested,,,,,,
Hindustan-Times,111,both,H-TYPE,Headline Type,H-TYPE,,non-fragment,Six Karni Sena members who gathered outside Kangana's house have been arrested.,6 Karni Sena members who gathered outside Kangana's house arrested,,,,,,
Hindustan-Times,111,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,10,10,Six Karni Sena members who gathered outside Kangana's house have been arrested.,6 Karni Sena members who gathered outside Kangana's house arrested,,,,,,
Hindustan-Times,111,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,29,24,Six Karni Sena members who gathered outside Kangana's house have been arrested.,6 Karni Sena members who gathered outside Kangana's house arrested,,,,,,
Hindustan-Times,111,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.46,3.30,Six Karni Sena members who gathered outside Kangana's house have been arrested.,6 Karni Sena members who gathered outside Kangana's house arrested,,,,,,
Hindustan-Times,111,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,1.87,1.77,Six Karni Sena members who gathered outside Kangana's house have been arrested.,6 Karni Sena members who gathered outside Kangana's house arrested,,,,,,
Hindustan-Times,112,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,compound,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,compound,nsubj,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj,root,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,case,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,case,obl,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,case,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,obl,nmod:poss,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,case,flat,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nmod:poss,case,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,flat,nmod,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,15,12,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,9,9,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,9,9,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,9,9,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,both,H-TYPE,Headline Type,H-TYPE,,non-fragment,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,10,10,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,28,25,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.79,2.09,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,112,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.08,1.85,A crew member died during the shoot of Shahid Kapoor's film in Mussoorie.,Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,,,,,,
Hindustan-Times,113,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,dependency,FW-DEL,Function Word Deletion,FW-DEL,ADP-DEL,ABSENT,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,dependency,FW-DEL,Function Word Deletion,FW-DEL,ADP-DEL,ABSENT,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,dependency,FW-ADD,Function Word Addition,FW-ADD,ABSENT,ADP-ADD,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,dependency,C-DEL,Content Word Deletion,C-DEL,VERB-DEL,ABSENT,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj,root,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,flat,case,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux,det,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,amod,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,case,nmod,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,obl,punct,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,flat,appos,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,case,flat,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,case,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,obl,nmod,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,case,flat,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,15,11,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,CONST-REM,Constituent Removal,CONST-REM,VP-REM,ABSENT,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-POST,CONST-POST,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-POST,CONST-POST,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-POST,CONST-POST,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-POST,CONST-POST,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-POST,CONST-POST,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-POST,CONST-POST,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Part,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,34,34,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,13,13,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,33,33,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,both,PUNCT-ADD,Punctuation Addition,PUNCT-ADD,,colon,Sushil Modi has referred to Priyanka Gandhi as a woman with ,th a tainted partner**:** Sushil Modi on Priy,colon,28.0,th a tainted partner**:** Sushil Modi on Priy,th a tainted partner,Sushil Modi on Priy,
Hindustan-Times,113,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,both,H-TYPE,Headline Type,H-TYPE,,fragment,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,9,6,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,27,21,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.79,1.90,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,113,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.17,2.00,Sushil Modi has referred to Priyanka Gandhi as a woman with a tainted partner.,Woman with a tainted partner: Sushil Modi on Priyanka Gandhi,,,,,,
Hindustan-Times,114,dependency,FW-DEL,Function Word Deletion,FW-DEL,SCONJ-DEL,ABSENT,A law student fired at Domino's staff after being delivered cold pizza.,Law student fires at Domino's staff on being delivered cold pizza,,,,,,
Hindustan-Times,114,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,A law student fired at Domino's staff after being delivered cold pizza.,Law student fires at Domino's staff on being delivered cold pizza,,,,,,
Hindustan-Times,114,dependency,FW-ADD,Function Word Addition,FW-ADD,ABSENT,SCONJ-ADD,A law student fired at Domino's staff after being delivered cold pizza.,Law student fires at Domino's staff on being delivered cold pizza,,,,,,
Hindustan-Times,114,dependency,POS-CHG,Part of Speech Change,POS-CHG,VERB,NOUN,A law student fired at Domino's staff after being delivered cold pizza.,Law student fires at Domino's staff on being delivered cold pizza,,,,,,
Hindustan-Times,114,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,compound,A law student fired at Domino's staff after being delivered cold pizza.,Law student fires at Domino's staff on being delivered cold pizza,,,,,,
Hindustan-Times,114,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj,root,A law student fired at Domino's staff after being delivered cold pizza.,Law student fires at Domino's staff on being delivered cold pizza,,,,,,
Hindustan-Times,114,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,case,A law student fired at Domino's staff after being delivered cold pizza.,Law student fires at Domino's staff on being delivered cold pizza,,,,,,
Hindustan-Times,114,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,case,nmod:poss,A law student fired at Domino's staff after being delivered cold pizza.,Law student fires at Domino's staff on being delivered cold pizza,,,,,,
Hindustan-Times,114,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nmod:poss,case,A law student fired at Domino's staff after being delivered cold pizza.,Law student fires at Domino's staff on being delivered cold pizza,,,,,,
Hindustan-Times,114,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,case,nmod,A law student fired at Domino's staff after being delivered cold pizza.,Law student fires at Domino's staff on being delivered cold pizza,,,,,,
Hindustan-Times,114,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,obl,mark,A law student fired at Domino's staff after being delivered cold pizza.,Law student fires at Domino's staff on being delivered cold pizza,,,,,,
Hindustan-Times,114,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,mark,aux:pass,A law student fired at Domino's staff after being delivered cold pizza.,Law student fires at Domino's staff on being delivered cold pizza,,,,,,
Hindustan-Times,114,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux:pass,acl,A law student fired at Domino's staff after being delivered cold pizza.,Law student fires at Domino's staff on being delivered cold pizza,,,,,,
Hindustan-Times,114,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,advcl,amod,A law student fired at Domino's staff after being delivered cold pizza.,Law student fires at Domino's staff on being delivered cold pizza,,,,,,
Hindustan-Times,114,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,amod,obj,A law student fired at Domino's staff after being delivered cold pizza.,Law student fires at Domino's staff on being delivered cold pizza,,,,,,
Hindustan-Times,114,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,14,12,A law student fired at Domino's staff after being delivered cold pizza.,Law student fires at Domino's staff on being delivered cold pizza,,,,,,
Hindustan-Times,114,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A law student fired at Domino's staff after being delivered cold pizza.,Law student fires at Domino's staff on being delivered cold pizza,,,,,,
Hindustan-Times,114,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A law student fired at Domino's staff after being delivered cold pizza.,Law student fires at Domino's staff on being delivered cold pizza,,,,,,
