headline,reference_canonical,generated_canonical,bleu1,bleu2,bleu4,meteor,rouge1,rouge2,rougeL,chrF,exact_match,length_ratio
Farmers’ association demands payment of cane arrears by society,A farmers' association demands payment of cane arrears by the society.,Farmers ’ association demands payment of cane arrears by society.,0.7238699344287677,0.6607998196440359,0.5977653345720249,0.7282110091743119,0.9,0.7777777777777777,0.9,0.9142857142857143,0.0,0.9090909090909091
dindigul,dindigul,dindigul.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.923076923076923,0.0,1.0
‘Build scientific temper among students’,'Build scientific temper among students',‘ Build scientific temper among students ’.,0.42857142857142855,0.3779644730092272,0.16348126556655487,0.5662393162393162,1.0,1.0,1.0,0.8947368421052632,0.0,1.4
‘Give Sri Lankan Tamil refugees citizenship’,'Give Sri Lankan Tamil refugees citizenship',‘ Give Sri Lankan Tamil refugees citizenship ’.,0.5,0.46291004988627577,0.345720784641941,0.6401209677419356,1.0,1.0,1.0,0.9,0.0,1.3333333333333333
erode,erode,erode.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.888888888888889,0.0,1.0
"2,910 kg of adulterated jaggery seized in Chithode","2,910 kg of adulterated jaggery has been seized in Chithode.","2,910 kg of adulterated jaggery seized in Chithode.",0.7788007830714049,0.7210294186861093,0.5384952356064083,0.8099489795918368,0.9,0.7777777777777777,0.9,0.9803921568627451,0.0,0.8
Funds sought to provide training to tribal people in furniture making,Funds have been sought to provide training to tribal people in furniture making.,Funds sought to provide training to tribal people in furniture making.,0.8337529180751805,0.790967468078802,0.7626264731696686,0.8567923553719008,0.9166666666666666,0.8181818181818182,0.9166666666666666,1.0,0.0,0.8461538461538461
Man complains of cheating in bitcoin trading,A man complains of cheating in bitcoin trading.,A Man complains of cheating in bitcoin trading.,1.0,1.0,1.0,0.9990234375,1.0,1.0,1.0,1.0,1.0,1.0
Kongu Engg. College bags 5th position in Swachh campus ranking,Kongu Engineering College has bagged the 5th position in the Swachh campus ranking.,Kongu Engg . College bags 5th position in Swachh campus ranking.,0.6063657586001313,0.44969288215569075,0.14057272542703966,0.6428433641975309,0.7826086956521738,0.380952380952381,0.7826086956521738,0.975609756097561,0.0,0.8461538461538461
Power shutdown,Power shutdown,A Power shutdown.,0.3333333333333333,0.12909944487358058,0.11362193664674995,0.2380952380952381,0.8,0.6666666666666666,0.8,0.9166666666666666,0.0,1.5
hosur,hosur,hosur.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9090909090909091,0.0,1.0
Crackdown on aquafarms,Crackdown on aquafarms has begun.,Crackdown on aquafarms.,0.3422780793550613,0.29642151188002913,0.12336445138236939,0.39062499999999994,0.7499999999999999,0.6666666666666666,0.7499999999999999,0.8750000000000001,0.0,0.6
madurai,madurai,madurai.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.923076923076923,0.0,1.0
"College carnival attracts 13,000 visitors","A college carnival attracted 13,000 visitors.","A College carnival attracts 13,000 visitors.",0.8333333333333334,0.7071067811865476,0.25406637407730737,0.9976851851851852,1.0,1.0,1.0,0.9714285714285714,0.0,1.0
Encroachments removed,Encroachments have been removed.,Encroachments removed.,0.36787944117144233,0.11633369384516798,0.06541924356118012,0.2631578947368421,0.6666666666666666,0.0,0.6666666666666666,0.962962962962963,0.0,0.5
Water level,Water level,A Water level.,0.3333333333333333,0.12909944487358058,0.11362193664674995,0.2380952380952381,0.8,0.6666666666666666,0.8,0.9333333333333333,0.0,1.5
puducherry,puducherry,A puducherry.,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.888888888888889,0.0,2.0
Local body polls: AIADMK to move court against govt.,AIADMK will move court against the government about the Local body polls.,Local body polls : AIADMK to move court against govt .,0.4980549361539613,0.3693674263995535,0.11211288136839621,0.4726890756302521,0.6666666666666666,0.4210526315789474,0.380952380952381,0.9302325581395349,0.0,0.9166666666666666
Aurobindo Ashram post office declared all-women,The Aurobindo Ashram post office has been declared all-women.,Aurobindo Ashram post office declared all - women.,0.5515605641153721,0.45673553902495045,0.32260135189272865,0.5438202247191011,0.8235294117647058,0.6666666666666667,0.8235294117647058,1.0,0.0,0.8888888888888888
Working hours extended,Working hours have been extended.,Working hours extended.,0.513417119032592,0.3630407264452067,0.13652520787861755,0.5324074074074074,0.7499999999999999,0.3333333333333333,0.7499999999999999,0.9090909090909091,0.0,0.6
ramanathapuram,ramanathapuram,A ramanathapuram.,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.9411764705882353,0.0,2.0
Collector inspects rain-hit areas,The Collector has inspected rain-hit areas.,A Collector inspects rain - hit areas.,0.2857142857142857,0.06900655593423542,0.039281465090051315,0.24590163934426232,0.7692307692307692,0.5454545454545454,0.7692307692307692,0.9655172413793104,0.0,1.1666666666666667
SP makes a trip to Manoli island looking for contraband goods,The SP made a trip to Manoli island looking for contraband goods.,A SP makes a trip to Manoli island looking for contraband goods.,0.8333333333333334,0.778498944161523,0.7292571723872933,0.8300000000000002,0.8333333333333334,0.7272727272727273,0.8333333333333334,0.972972972972973,0.0,1.0
salem,salem,A salem.,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.9090909090909091,0.0,2.0
DGP inspects fire stations in Salem,The DGP has inspected fire stations in Salem.,DGP inspects fire stations in Salem.,0.5971094254781577,0.5066641486392106,0.38498150077635496,0.754985754985755,0.8571428571428571,0.6666666666666666,0.8571428571428571,0.9696969696969697,0.0,0.75
Youth found dead,Youth was found dead.,A Youth found dead.,0.75,0.49999999999999994,0.1880301546543197,0.6388888888888888,0.75,0.3333333333333333,0.75,0.9166666666666666,0.0,1.0
thanjavur,thanjavur,thanjavur.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9411764705882353,0.0,1.0
Cascading effect of Cyclone Gaja,There has been a cascading effect of Cyclone Gaja.,is Cascading effect of Cyclone Gaja.,0.5054422164271946,0.49523020988320327,0.4608636396914616,0.5724137931034483,0.6666666666666667,0.6153846153846154,0.6666666666666667,0.9090909090909091,0.0,0.6666666666666666
Records destroyed in fire,Records were destroyed in a fire.,Records destroyed in fire.,0.6065306597126334,0.3501806396568502,0.1225504602011117,0.5441810344827586,0.8,0.25,0.8,0.923076923076923,0.0,0.6666666666666666
Shed for temple car,Shed for temple car,Shed for temple car.,0.75,0.7071067811865475,0.3976353643835253,0.7361111111111112,1.0,1.0,1.0,0.962962962962963,0.0,1.0
Get onions free with smart phones,Onions are being given free with smartphones.,Get onions free with smart phones.,0.423240862445307,0.2676810248362385,0.0808764862779457,0.3703703703703703,0.4615384615384615,0.1818181818181818,0.4615384615384615,0.9375,0.0,0.8571428571428571
2 killed in accident near Thanjavur,Two people were killed in an accident near Thanjavur.,2 killed in accident near Thanjavur.,0.5054422164271946,0.42888194248035344,0.15409904547990594,0.6465517241379309,0.6666666666666667,0.4615384615384615,0.6666666666666667,0.8823529411764706,0.0,0.6666666666666666
‘Ensure quick draining of excess water’,Quick draining of excess water should be ensured.,‘ Ensure quick draining of excess water ’.,0.625,0.5976143046671968,0.5169731539571706,0.6225,0.8571428571428571,0.6666666666666666,0.7142857142857143,0.8780487804878048,0.0,1.0
theni,theni,A theni.,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.8333333333333333,0.0,2.0
Concrete lining will be done to prevent breach: Minister,The Minister has said that concrete lining will be done to prevent breach.,Concrete lining will be done to prevent breach : Minister.,0.5185727544772025,0.5060751889234237,0.4733406936045769,0.5503776313675075,0.8181818181818181,0.7000000000000001,0.7272727272727274,0.9743589743589743,0.0,0.7692307692307693
Man murdered,A man was murdered.,A Man murdered.,0.7165313105737893,0.5066641486392106,0.19053627645285995,0.6552706552706553,0.8571428571428571,0.4,0.8571428571428571,0.888888888888889,0.0,0.75
tiruchi,tiruchi,tiruchi.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.923076923076923,0.0,1.0
Wild growth hinders walkers,Wild growth hinders walkers.,Wild growth hinders walkers.,1.0,1.0,1.0,0.9921875,1.0,1.0,1.0,1.0,1.0,1.0
Residents told to use online system to get plan approval,Residents have been told to use the online system to get plan approval.,Residents told to use online system to get plan approval.,0.7408182206817179,0.6533402595430641,0.5004968472345045,0.7767716535433071,0.8695652173913044,0.6666666666666666,0.8695652173913044,0.9444444444444444,0.0,0.7692307692307693
Idol unearthed,An idol has been unearthed.,Idol unearthed.,0.22313016014842982,0.07055995207471726,0.03967877695506402,0.2127659574468085,0.5714285714285715,0.0,0.5714285714285715,0.923076923076923,0.0,0.4
Tangedco begins identifying farmers for subsidised solar power scheme,Tangedco has begun identifying farmers for subsidised solar power schemes.,Tangedco begins identifying farmers for subsidised solar power scheme.,0.6959861353000654,0.6238969054580371,0.5462757644646491,0.6988249845392702,0.8421052631578948,0.7058823529411765,0.8421052631578948,1.0,0.0,0.9
Three youth drown at Velankanni,Three youths drowned at Velankanni.,Three youth drown at Velankanni.,0.6,0.3872983346207417,0.12574334296829354,0.996,1.0,1.0,1.0,0.9696969696969697,0.0,1.0
Investigation officers honoured,Investigation officers have been honoured.,An Investigation officers honoured.,0.5841005873035536,0.3894003915357024,0.14643803168582153,0.5215419501133786,0.6666666666666665,0.28571428571428575,0.6666666666666665,0.9696969696969697,0.0,0.8
Red-eared slider turtles seized at Tiruchi airport,Red-eared slider turtles were seized at Tiruchi airport.,Red - eared slider turtles seized at Tiruchi airport.,0.6666666666666666,0.5773502691896257,0.3549481056010053,0.7270233196159123,0.9411764705882353,0.7999999999999999,0.9411764705882353,0.9696969696969697,0.0,1.125
"World Bank gives preliminary nod for Rs. 2,900 cr. to Health Dept.","The World Bank has given preliminary approval for Rs. 2,900 crore to the Health Department.","World Bank gives preliminary nod for Rs . 2,900 cr . to Health Dept .",0.4666666666666667,0.18257418583505536,0.038233014078303,0.3197278911564626,0.6206896551724138,0.2962962962962963,0.6206896551724138,1.0,0.0,1.0
"SEC acting as per CM’s whims, says Vaiko",Vaiko has said that the SEC is acting as per the Chief Minister's whims.,"SEC acting as per CM ’s whims , says Vaiko.",0.26812801841425576,0.19985082528219703,0.0752397025358172,0.275735294117647,0.5833333333333334,0.2727272727272727,0.5,0.85,0.0,0.7142857142857143
‘Tangedco recruitment is transparent’,'Tangedco recruitment is transparent.',‘ Tangedco recruitment is transparent ’.,0.3333333333333333,0.25819888974716115,0.08633400213704504,0.44642857142857145,1.0,1.0,1.0,0.9090909090909091,0.0,1.5
World Soil Day observed in college,World Soil Day was observed in a college.,World Soil Day observed in college.,0.7165313105737893,0.5550227665776921,0.19053627645285992,0.7211538461538461,0.8571428571428571,0.5,0.8571428571428571,1.0,0.0,0.75
tirunelveli,tirunelveli,tirunelveli.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9411764705882353,0.0,1.0
Stray cattle menace returns to haunt road users,Stray cattle menace has returned to haunt road users.,Stray cattle menace returns to haunt road users.,0.772184789761521,0.6976750600527643,0.4412484512922977,0.8918539325842695,0.9411764705882353,0.7999999999999999,0.9411764705882353,1.0,0.0,0.8888888888888888
Prank call received by youth creates a ripple,A prank call received by a youth created a ripple.,A Prank call received by youth creates a ripple.,0.7954127260572175,0.6669738471121337,0.474954953300978,0.8922558922558924,0.9473684210526316,0.823529411764706,0.9473684210526316,0.972972972972973,0.0,0.9
Water level,Water level,A Water level.,0.3333333333333333,0.12909944487358058,0.11362193664674995,0.2380952380952381,0.8,0.6666666666666666,0.8,0.9333333333333333,0.0,1.5
tiruppur,tiruppur,tiruppur.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9090909090909091,0.0,1.0
Thiruvalluvan booked yet again,Thiruvalluvan has been booked yet again.,Thiruvalluvan booked yet again.,0.6065306597126334,0.49523020988320327,0.2591626698761441,0.6465517241379309,0.8,0.5,0.8,0.9714285714285714,0.0,0.6666666666666666
tiruvannamalai,tiruvannamalai,tiruvannamalai.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9473684210526316,0.0,1.0
Tiruvannamalai reverberates with chants during temple fest,Tiruvannamalai reverberated with chants during the temple fest.,Tiruvannamalai reverberates with chants during temple fest.,0.7430381997858699,0.5675047991270782,0.18651176671349295,0.8757427021441488,0.9333333333333333,0.7692307692307692,0.9333333333333333,1.0,0.0,0.875
tiruvarur,tiruvarur,tiruvarur.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.923076923076923,0.0,1.0
Govt. mulls over selling onions at ration shops,The government is mulling selling onions at ration shops.,Govt . mulls over selling onions at ration shops.,0.5555555555555556,0.5270462766947299,0.44632361378533286,0.654320987654321,0.7058823529411765,0.5333333333333333,0.7058823529411765,1.0,0.0,1.0
vellore,vellore,vellore.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9090909090909091,0.0,1.0
NCC cadets organise cleanliness campaign,NCC cadets have organised a cleanliness campaign.,NCC cadets organise cleanliness campaign.,0.5362560368285115,0.4239476213483084,0.10771083495466396,0.6558823529411766,0.8333333333333333,0.4,0.8333333333333333,0.9375,0.0,0.7142857142857143
Woman’s bag containing Rs. 1.10 lakh snatched,A woman's bag containing Rs. 1.10 lakh was snatched.,A Woman ’s bag containing Rs . 1.10 lakh snatched.,0.6,0.36514837167011066,0.06985342056580097,0.5616605616605616,0.9523809523809523,0.8421052631578948,0.9523809523809523,0.9523809523809523,0.0,1.1111111111111112
Man detained under Goondas Act,A man has been detained under the Goondas Act.,A Man detained under Goondas Act.,0.6065306597126334,0.4698166288062454,0.09069748827745894,0.6465517241379309,0.8,0.4615384615384615,0.8,0.9333333333333333,0.0,0.6666666666666666
Murder accused surrenders,A murder accused has surrendered.,A Murder accused surrenders.,0.5841005873035536,0.5506953149031837,0.3096787331587729,0.600907029478458,0.888888888888889,0.5714285714285715,0.888888888888889,0.9523809523809523,0.0,0.8
virudhunagar,virudhunagar,A virudhunagar.,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.9473684210526316,0.0,2.0
‘Provide proper drainage to paddy fields’,'Provide proper drainage to paddy fields.',‘ Provide proper drainage to paddy fields ’.,0.5,0.46291004988627577,0.345720784641941,0.6401209677419356,1.0,1.0,1.0,0.9142857142857143,0.0,1.3333333333333333
Con job Recruitment scams proliferate,Recruitment scams as con jobs are proliferating.,Con job Recruitment scams proliferate.,0.40219202762138356,0.259613837492502,0.08428828344718171,0.551470588235294,0.8333333333333333,0.4,0.5,0.9714285714285714,0.0,0.7142857142857143
Onion price crosses Rs. 200 a kg in Erode,Onion price has crossed Rs. 200 a kg in Erode.,An Onion price crosses Rs . 200 a kg in Erode.,0.6363636363636364,0.5640760748177662,0.40352786374639904,0.7711943069306932,0.9,0.7777777777777778,0.9,0.967741935483871,0.0,1.1
Trains rescheduled,Trains have been rescheduled.,Trains rescheduled.,0.36787944117144233,0.11633369384516798,0.06541924356118012,0.2631578947368421,0.6666666666666666,0.0,0.6666666666666666,0.9285714285714286,0.0,0.5
Yet another tractor with smuggled sand seized,Yet another tractor with smuggled sand has been seized.,Yet another tractor with smuggled sand seized.,0.7514772930752859,0.6860017747837581,0.631914561891573,0.7861781076066792,0.8750000000000001,0.7142857142857143,0.8750000000000001,0.9743589743589743,0.0,0.7777777777777778
The Hindu and Margazhi,The Hindu and Margazhi,The Hindu and Margazhi.,0.75,0.7071067811865475,0.3976353643835253,0.7361111111111112,1.0,1.0,1.0,0.9600000000000001,0.0,1.0
Water stagnation still irks,Water stagnation still irks.,A Water stagnation still irks.,0.8,0.7745966692414834,0.668740304976422,0.9679878048780488,0.888888888888889,0.8571428571428571,0.888888888888889,1.0,0.0,1.25
Elections in 27 districts on Dec. 27 and 30,Elections in 27 districts will be held on December 27 and 30.,Elections in 27 districts on Dec. 27 and 30.,0.6369167205100349,0.5340709061500022,0.3198048439256343,0.6657318376068376,0.761904761904762,0.5263157894736842,0.761904761904762,0.888888888888889,0.0,0.75
Special buses for Karthigai festival,Special buses have been arranged for the Karthigai festival.,Special buses for Karthigai festival.,0.44932896411722156,0.31772355751081427,0.07634297905264845,0.5186046511627908,0.7142857142857143,0.3333333333333333,0.7142857142857143,0.9473684210526316,0.0,0.5555555555555556
Add Briefly,Add Briefly,Add Briefly.,0.5,0.223606797749979,0.1495348781221221,0.25,1.0,1.0,1.0,0.9473684210526316,0.0,1.0
"Chennai engagements for Sunday, December 8","Chennai engagements for Sunday, December 8","Chennai engagements for Sunday , December 8.",0.5714285714285714,0.4364357804719847,0.17567205239427922,0.6147540983606558,1.0,1.0,1.0,0.9743589743589743,0.0,1.1666666666666667
Coimbatore - Engagements,Coimbatore - Engagements,Coimbatore - Engagements.,0.6666666666666666,0.5773502691896257,0.24028114141347542,0.625,1.0,1.0,1.0,0.962962962962963,0.0,1.0
cinema arts events,cinema arts events,cinema arts events.,0.6666666666666666,0.5773502691896257,0.24028114141347542,0.625,1.0,1.0,1.0,0.9523809523809523,0.0,1.0
Salem,Salem,A Salem.,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.9090909090909091,0.0,2.0
"Madurai Today - December 7, 2019","Madurai Today - December 7, 2019","Madurai Today - December 7 , 2019.",0.5714285714285714,0.5345224838248488,0.41113361690051975,0.6506147540983607,1.0,1.0,1.0,0.9743589743589743,0.0,1.1666666666666667
Engagements,Engagements,Engagements.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9333333333333333,0.0,1.0
karnataka,karnataka,karnataka.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9090909090909091,0.0,1.0
bagalkot,bagalkot,A bagalkot.,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.9333333333333333,0.0,2.0
"BJP govt. will survive, says senior JD(S) leader",A senior JD(S) leader has said the BJP government will survive.,"BJP govt . will survive , says senior JD(S ) leader.",0.2727272727272727,0.05222329678670937,0.024808415001701823,0.13636363636363635,0.6666666666666666,0.4210526315789474,0.380952380952381,0.9090909090909091,0.0,1.0
basavakalyan,basavakalyan,basavakalyan.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9411764705882353,0.0,1.0
Communities come together against rapists,Communities have come together against rapists.,Communities come together against rapists.,0.8187307530779819,0.7090416310250969,0.5789300674674098,0.8203389830508474,0.9090909090909091,0.6666666666666665,0.9090909090909091,0.967741935483871,0.0,0.8333333333333334
belagavi,belagavi,belagavi.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9333333333333333,0.0,1.0
‘Alliance with JD(S) seems difficult to form and run’,'Alliance with JD(S) seems difficult to form and run.',‘ Alliance with JD(S ) seems difficult to form and run ’.,0.5,0.4264014327112209,0.33180774028439425,0.6332138590203108,1.0,1.0,1.0,0.9302325581395349,0.0,1.3333333333333333
Social security benefits sought for domestic workers,Social security benefits have been sought for domestic workers.,Social security benefits sought for domestic workers.,0.7514772930752859,0.6860017747837581,0.4468310718440575,0.7861781076066792,0.8750000000000001,0.7142857142857143,0.8750000000000001,0.9767441860465117,0.0,0.7777777777777778
Hip surgery,Hip surgery,A Hip surgery.,0.3333333333333333,0.12909944487358058,0.11362193664674995,0.2380952380952381,0.8,0.6666666666666666,0.8,0.9,0.0,1.5
bengaluru,bengaluru,bengaluru.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9411764705882353,0.0,1.0
Dimly lit Namma Metro parking lots remain safety hazard,Dimly lit Namma Metro parking lots remain a safety hazard.,Dimly lit Namma Metro parking lots remain safety hazard.,0.8948393168143697,0.8370455349335584,0.7189393375176814,0.9041027559546079,0.9473684210526316,0.823529411764706,0.9473684210526316,1.0,0.0,0.9
"Footbridge to link railway, metro stations at Cantonment",A footbridge will link railway and metro stations at Cantonment.,"Footbridge to link railway , metro stations at Cantonment.",0.6959861353000654,0.5580303566223723,0.3301008309851503,0.6792413935271077,0.7777777777777777,0.5,0.7777777777777777,0.9743589743589743,0.0,0.9
Concerns over last-mile connectivity persist,Concerns over last-mile connectivity persist.,Concerns over last - mile connectivity persist.,0.5714285714285714,0.4364357804719847,0.09878765474230743,0.7211538461538461,1.0,1.0,1.0,1.0,0.0,1.4
Over 200 more Hoysalas to be inducted for quicker response,Over 200 more Hoysalas will be inducted for quicker response.,Over 200 more Hoysalas to be inducted for quicker response.,0.9,0.8366600265340756,0.6580370064762462,0.8950617283950617,0.9,0.7777777777777778,0.9,0.9795918367346939,0.0,1.0
Apartments fined for not composting in situ,Apartments have been fined for not composting in situ.,Apartments fined for not composting in situ.,0.7514772930752859,0.6860017747837581,0.631914561891573,0.7861781076066792,0.8750000000000001,0.7142857142857143,0.8750000000000001,0.9142857142857143,0.0,0.7777777777777778
HC directs age determination of accused 5 years after prosecution,The High Court has directed the age determination of the accused five years after prosecution.,HC directs age determination of accused 5 years after prosecution.,0.42457146179884336,0.3383066385659348,0.1107368413810331,0.6091954022988506,0.64,0.34782608695652173,0.64,0.9473684210526315,0.0,0.6666666666666666
Outreach event on new GST returns system sees good participation,An outreach event on the new GST returns system saw good participation.,Outreach event on new GST returns system sees good participation.,0.7368576777701837,0.6341861143397762,0.34666677727296225,0.7485875706214691,0.8181818181818182,0.6,0.8181818181818182,1.0,0.0,0.8333333333333334
BMTC takes video route to create awareness about bus lane,BMTC has taken the video route to create awareness about the bus lane.,BMTC takes video route to create awareness about bus lane.,0.666736398613546,0.5738353262534609,0.44360636895626165,0.6955380577427821,0.7826086956521738,0.5714285714285715,0.7826086956521738,0.972972972972973,0.0,0.7692307692307693
Kanakapura medical college: DKS warns Yediyurappa of ‘serious action’,The DKS has warned Yediyurappa of 'serious action' over Kanakapura medical college.,Kanakapura medical college : DKS warns Yediyurappa of ‘ serious action ’.,0.4166666666666667,0.27524094128159016,0.053863663688318665,0.46875,0.8571428571428571,0.631578947368421,0.5714285714285715,0.8695652173913043,0.0,1.0
Two held for threatening businessman,Two people have been held for threatening a businessman.,Two held for threatening businessman.,0.44932896411722156,0.31772355751081427,0.13575914775035752,0.5186046511627908,0.7142857142857143,0.3333333333333333,0.7142857142857143,0.9473684210526316,0.0,0.5555555555555556
Two Bangladeshi nationals caught using valid Indian passports,Two Bangladeshi nationals were caught using valid Indian passports.,Two Bangladeshi nationals caught using valid Indian passports.,0.8824969025845955,0.8170333703998377,0.6101950432112578,0.8918539325842695,0.9411764705882353,0.7999999999999999,0.9411764705882353,1.0,0.0,0.8888888888888888
"Poet corrects Minister on language, livelihood",A poet corrected the Minister on language and livelihood.,"A Poet corrects Minister on language , livelihood.",0.6618726769384466,0.5003287150764929,0.1596628935269467,0.755560651226783,0.8750000000000001,0.5714285714285715,0.8750000000000001,0.972972972972973,0.0,0.8888888888888888
BMW car catches fire,A BMW car caught fire.,BMW car catches fire.,0.5841005873035536,0.3894003915357024,0.14643803168582153,0.5215419501133786,0.6666666666666665,0.28571428571428575,0.6666666666666665,0.888888888888889,0.0,0.8
Four held with heroin worth Rs. 2.2 lakh PV?,Four people were held with heroin worth Rs. 2.2 lakh.,Four held with heroin worth Rs . 2.2 lakh PV ?,0.5454545454545454,0.40451991747794525,0.2596535889340338,0.5569306930693068,0.8571428571428572,0.7368421052631577,0.8571428571428572,0.9473684210526316,0.0,1.1
Seminar on business opportunities,A seminar on business opportunities was held.,A Seminar on business opportunities.,0.5362560368285115,0.519227674985004,0.4482700320176827,0.5836397058823528,0.8333333333333333,0.8,0.8333333333333333,0.8666666666666666,0.0,0.7142857142857143
Dak Adalat in Chikkamagaluru on December 14,Dak Adalat will be held in Chikkamagaluru on December 14.,Dak Adalat in Chikkamagaluru on December 14.,0.6514390575310556,0.5946797777494414,0.4606369751099829,0.7132337471070903,0.8235294117647058,0.6666666666666667,0.8235294117647058,0.9743589743589743,0.0,0.7
Award for Vishwa Mohan Bhatt,An award was given to Vishwa Mohan Bhatt.,An Award for Vishwa Mohan Bhatt.,0.5971094254781577,0.5066641486392106,0.18204651199034363,0.6205128205128205,0.7142857142857143,0.5,0.7142857142857143,0.9032258064516129,0.0,0.75
‘Will look into any tax evasion by BTC’ PV,'Will look into any tax evasion by BTC.',‘ Will look into any tax evasion by BTC ’ PV.,0.5454545454545454,0.5222329678670935,0.4617366309441026,0.7212182061579651,0.9411764705882353,0.9333333333333333,0.9411764705882353,0.8888888888888888,0.0,1.375
bidar,bidar,A bidar.,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.9090909090909091,0.0,2.0
‘Set career goal early and work towards it’,'Set career goal early and work towards it.',‘ Set career goal early and work towards it ’.,0.6,0.5773502691896258,0.5169731539571706,0.7300135501355014,1.0,1.0,1.0,0.9142857142857143,0.0,1.25
chikkamagaluru,chikkamagaluru,chikkamagaluru.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9523809523809523,0.0,1.0
Two get life term for murder,Two people received life terms for murder.,Two get life term for murder.,0.5643211499270759,0.3090914234923144,0.08690744034581972,0.7014492753623188,0.7692307692307692,0.5454545454545454,0.7692307692307692,0.8275862068965517,0.0,0.8571428571428571
No extra funds earmarked for damaged roads across State,No extra funds have been earmarked for damaged roads across the State.,No extra funds earmarked for damaged roads across State.,0.7165313105737893,0.6205343175638589,0.4405149609594086,0.754985754985755,0.8571428571428571,0.631578947368421,0.8571428571428571,0.9142857142857143,0.0,0.75
Arrangements made for Datta Jayanti,Arrangements have been made for Datta Jayanti.,Arrangements made for Datta Jayanti.,0.6703200460356393,0.5805141885328181,0.47398785011707933,0.711764705882353,0.8333333333333333,0.6,0.8333333333333333,0.9090909090909091,0.0,0.7142857142857143
Yediyurappa’s opposition to Kasturirangan report hailed,Yediyurappa's opposition to the Kasturirangan report has been hailed.,Yediyurappa ’s opposition to Kasturirangan report hailed.,0.5367694950537757,0.36668337256566885,0.07849573146438121,0.5068181818181817,0.8235294117647058,0.5333333333333333,0.8235294117647058,0.918918918918919,0.0,0.7777777777777778
dharwad,dharwad,A dharwad.,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.9090909090909091,0.0,2.0
RDPR Department to take up project for supplying Malaprabha water to Dharwad,The RDPR Department will take up a project for supplying Malaprabha water to Dharwad.,RDPR Department to take up project for supplying Malaprabha water to Dharwad.,0.7759415811497294,0.6911494341909904,0.5251600042162214,0.7890166487004432,0.8461538461538461,0.6666666666666667,0.8461538461538461,1.0,0.0,0.8571428571428571
hassan,hassan,hassan.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.888888888888889,0.0,1.0
Pharmacists’ appeal to Centre,Pharmacists have appealed to the Centre.,Pharmacists ’ appeal to Centre.,0.49123845184678916,0.10027362908828316,0.05789300674674099,0.534957627118644,0.8,0.25,0.8,0.9032258064516129,0.0,0.8333333333333334
kalaburagi,kalaburagi,A kalaburagi.,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.9411764705882353,0.0,2.0
Nagamohan Das Commission to hold meeting on Tuesday,The Nagamohan Das Commission will hold a meeting on Tuesday.,Nagamohan Das Commission to hold meeting on Tuesday.,0.6814506851874793,0.5506953149031837,0.18713114109010565,0.6861724281549355,0.7777777777777777,0.5,0.7777777777777777,0.9696969696969697,0.0,0.8
mandya,mandya,mandya.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9090909090909091,0.0,1.0
Student comes under the wheel of school bus,A student came under the wheel of a school bus.,A Student comes under the wheel of school bus.,0.7954127260572175,0.6669738471121337,0.36088772259506874,0.7575757575757577,0.8421052631578948,0.5882352941176471,0.8421052631578948,1.0,0.0,0.9
mangaluru,mangaluru,mangaluru.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9333333333333333,0.0,1.0
