pair_index,event_type,word/constituent,pos_label,parent_label,grandparent_label,additional_context
318,constituent_removed,Actress Moushumi,NP,S,,
318,constituent_removed,anchor,NP,VP,,
318,constituent_removed,pants,NP,VP,,
318,constituent_removed,wearing pants,VP,S,,
318,constituent_removed,wearing pants,S,VP,,
318,constituent_removed,tells anchor wearing pants,VP,S,,
318,constituent_removed,Wear saree or kurta : Actress Moushumi tells anchor wearing pants,S,ROOT,,
318,constituent_removed,Wear saree or kurta : Actress Moushumi tells anchor wearing pants,ROOT,,,
319,word_removed,Account,NN,NP,NP,
319,word_removed,posts,NNS,VP,S,"['2', 'pics', 'of', 'cracking', 'eggs']"
319,word_removed,Insta,NNP,NP,VP,"['Kylie', ""'s""], ['record']"
319,word_removed,2,CD,NP,NP,['pics']
319,word_removed,pics,NNS,NP,NP,['2']
319,word_added,The,DT,NP,NP,['account']
319,word_added,.,.,S,ROOT,"['The', 'account', 'that', 'broke', 'Kylie', ""'s"", 'Instagram', 'record'], ['has', 'posted', 'two', 'pictures', 'of', 'cracking', 'eggs']"
319,word_added,account,NN,NP,NP,['The']
319,word_added,Instagram,NNP,NP,VP,"['Kylie', ""'s""], ['record']"
319,word_added,posted,VBN,VP,VP,"['two', 'pictures', 'of', 'cracking', 'eggs']"
319,word_added,pictures,NNS,NP,NP,['two']
319,word_added,has,VBZ,VP,S,"['posted', 'two', 'pictures', 'of', 'cracking', 'eggs']"
319,word_added,two,CD,NP,NP,['pictures']
319,constituent_added,The account,NP,NP,,
319,constituent_added,that,WHNP,SBAR,,
319,constituent_added,Kylie 's,NP,NP,,
319,constituent_added,Kylie 's Instagram record,NP,VP,,
319,constituent_added,broke Kylie 's Instagram record,VP,S,,
319,constituent_added,broke Kylie 's Instagram record,S,SBAR,,
319,constituent_added,that broke Kylie 's Instagram record,SBAR,NP,,
319,constituent_added,The account that broke Kylie 's Instagram record,NP,S,,
319,constituent_added,two pictures,NP,NP,,
319,constituent_added,cracking eggs,NP,PP,,
319,constituent_added,of cracking eggs,PP,NP,,
319,constituent_added,two pictures of cracking eggs,NP,VP,,
319,constituent_added,posted two pictures of cracking eggs,VP,VP,,
319,constituent_added,has posted two pictures of cracking eggs,VP,S,,
319,constituent_added,The account that broke Kylie 's Instagram record has posted two pictures of cracking eggs .,S,ROOT,,
319,constituent_added,The account that broke Kylie 's Instagram record has posted two pictures of cracking eggs .,ROOT,,,
319,constituent_removed,Account,NP,NP,,
319,constituent_removed,that,WHNP,SBAR,,
319,constituent_removed,Kylie 's,NP,NP,,
319,constituent_removed,Kylie 's Insta record,NP,VP,,
319,constituent_removed,broke Kylie 's Insta record,VP,S,,
319,constituent_removed,broke Kylie 's Insta record,S,SBAR,,
319,constituent_removed,that broke Kylie 's Insta record,SBAR,NP,,
319,constituent_removed,Account that broke Kylie 's Insta record,NP,S,,
319,constituent_removed,2 pics,NP,NP,,
319,constituent_removed,cracking eggs,NP,PP,,
319,constituent_removed,of cracking eggs,PP,NP,,
319,constituent_removed,2 pics of cracking eggs,NP,VP,,
319,constituent_removed,posts 2 pics of cracking eggs,VP,S,,
319,constituent_removed,Account that broke Kylie 's Insta record posts 2 pics of cracking eggs,S,ROOT,,
319,constituent_removed,Account that broke Kylie 's Insta record posts 2 pics of cracking eggs,ROOT,,,
320,word_removed,semi,NN,NP,VP,"['his'], ['34th'], ['Grand', 'Slam']"
320,word_removed,retires,VBZ,VP,S,
320,word_removed,reaches,VBZ,VP,S,"['his', '34th', 'Grand', 'Slam', 'semi'], ['after', 'Nishikori', 'retires']"
320,word_added,.,.,S,ROOT,"['Djokovic'], ['has', 'reached', 'his', '34th', 'Grand', 'Slam', 'semi-final', 'after', 'Nishikori', 'retired']"
320,word_added,reached,VBN,VP,VP,"['his', '34th', 'Grand', 'Slam', 'semi-final'], ['after', 'Nishikori', 'retired']"
320,word_added,semi-final,NN,NP,VP,"['his'], ['34th'], ['Grand', 'Slam']"
320,word_added,retired,VBD,VP,S,
320,word_added,has,VBZ,VP,S,"['reached', 'his', '34th', 'Grand', 'Slam', 'semi-final', 'after', 'Nishikori', 'retired']"
320,constituent_added,Grand Slam,NML,NP,,
320,constituent_added,his 34th Grand Slam semi-final,NP,VP,,
320,constituent_added,Nishikori,NP,S,,
320,constituent_added,retired,VP,S,,
320,constituent_added,Nishikori retired,S,SBAR,,
320,constituent_added,after Nishikori retired,SBAR,VP,,
320,constituent_added,reached his 34th Grand Slam semi-final after Nishikori retired,VP,VP,,
320,constituent_added,has reached his 34th Grand Slam semi-final after Nishikori retired,VP,S,,
320,constituent_added,Djokovic has reached his 34th Grand Slam semi-final after Nishikori retired .,S,ROOT,,
320,constituent_added,Djokovic has reached his 34th Grand Slam semi-final after Nishikori retired .,ROOT,,,
320,constituent_removed,Grand Slam,NML,NP,,
320,constituent_removed,his 34th Grand Slam semi,NP,VP,,
320,constituent_removed,Nishikori,NP,S,,
320,constituent_removed,retires,VP,S,,
320,constituent_removed,Nishikori retires,S,SBAR,,
320,constituent_removed,after Nishikori retires,SBAR,VP,,
320,constituent_removed,reaches his 34th Grand Slam semi after Nishikori retires,VP,S,,
320,constituent_removed,Djokovic reaches his 34th Grand Slam semi after Nishikori retires,S,ROOT,,
320,constituent_removed,Djokovic reaches his 34th Grand Slam semi after Nishikori retires,ROOT,,,
321,word_removed,:,:,S,ROOT,"['Priyanka', ""'s"", 'appointment', 'is', 'Congress', 'admitting', 'Rahul', ""'s"", 'failure'], ['BJP']"
321,word_added,The,DT,NP,S,['BJP']
321,word_added,said,VBN,VP,VP,"['that', 'Priyanka', ""'s"", 'appointment', 'is', 'Congress', 'admitting', 'Rahul', ""'s"", 'failure']"
321,word_added,.,.,S,ROOT,"['The', 'BJP'], ['has', 'said', 'that', 'Priyanka', ""'s"", 'appointment', 'is', 'Congress', 'admitting', 'Rahul', ""'s"", 'failure']"
321,word_added,that,IN,SBAR,VP,"['Priyanka', ""'s"", 'appointment', 'is', 'Congress', 'admitting', 'Rahul', ""'s"", 'failure']"
321,word_added,has,VBZ,VP,S,"['said', 'that', 'Priyanka', ""'s"", 'appointment', 'is', 'Congress', 'admitting', 'Rahul', ""'s"", 'failure']"
321,constituent_added,Priyanka 's,NP,NP,,
321,constituent_added,Priyanka 's appointment,NP,S,,
321,constituent_added,Congress,NP,NP,,
321,constituent_added,Rahul 's,NP,NP,,
321,constituent_added,Rahul 's failure,NP,VP,,
321,constituent_added,admitting Rahul 's failure,VP,NP,,
321,constituent_added,Congress admitting Rahul 's failure,NP,VP,,
321,constituent_added,is Congress admitting Rahul 's failure,VP,S,,
321,constituent_added,Priyanka 's appointment is Congress admitting Rahul 's failure,S,SBAR,,
321,constituent_added,that Priyanka 's appointment is Congress admitting Rahul 's failure,SBAR,VP,,
321,constituent_added,said that Priyanka 's appointment is Congress admitting Rahul 's failure,VP,VP,,
321,constituent_added,has said that Priyanka 's appointment is Congress admitting Rahul 's failure,VP,S,,
321,constituent_added,The BJP has said that Priyanka 's appointment is Congress admitting Rahul 's failure .,S,ROOT,,
321,constituent_added,The BJP has said that Priyanka 's appointment is Congress admitting Rahul 's failure .,ROOT,,,
321,constituent_removed,Priyanka 's appointment,NP,S,,
321,constituent_removed,Congress,NP,NP,,
321,constituent_removed,Rahul 's,NP,NP,,
321,constituent_removed,Rahul 's failure,NP,VP,,
321,constituent_removed,admitting Rahul 's failure,VP,NP,,
321,constituent_removed,Congress admitting Rahul 's failure,NP,VP,,
321,constituent_removed,is Congress admitting Rahul 's failure,VP,S,,
321,constituent_removed,Priyanka 's appointment is Congress admitting Rahul 's failure,S,S,,
321,constituent_removed,BJP,NP,FRAG,,
321,constituent_removed,BJP,FRAG,S,,
321,constituent_removed,Priyanka 's appointment is Congress admitting Rahul 's failure : BJP,S,ROOT,,
321,constituent_removed,Priyanka 's appointment is Congress admitting Rahul 's failure : BJP,ROOT,,,
322,word_removed,:,:,NP,ROOT,"['Karnataka', '-', 'like', 'situation', 'in', 'MP', 'if', 'not', 'given', 'minister', 'post'], ['BSP']"
322,word_added,there,EX,NP,S,
322,word_added,The,DT,NP,S,['BSP']
322,word_added,a,DT,NP,NP,"['Karnataka', '-', 'like'], ['situation']"
322,word_added,said,VBN,VP,VP,"['that', 'there', 'will', 'be', 'a', 'Karnataka', '-', 'like', 'situation', 'in', 'MP', 'if', 'not', 'given', 'a', 'minister', 'post']"
322,word_added,.,.,S,ROOT,"['The', 'BSP'], ['has', 'said', 'that', 'there', 'will', 'be', 'a', 'Karnataka', '-', 'like', 'situation', 'in', 'MP', 'if', 'not', 'given', 'a', 'minister', 'post']"
322,word_added,that,IN,SBAR,VP,"['there', 'will', 'be', 'a', 'Karnataka', '-', 'like', 'situation', 'in', 'MP', 'if', 'not', 'given', 'a', 'minister', 'post']"
322,word_added,has,VBZ,VP,S,"['said', 'that', 'there', 'will', 'be', 'a', 'Karnataka', '-', 'like', 'situation', 'in', 'MP', 'if', 'not', 'given', 'a', 'minister', 'post']"
322,word_added,be,VB,VP,VP,"['a', 'Karnataka', '-', 'like', 'situation', 'in', 'MP'], ['if', 'not', 'given', 'a', 'minister', 'post']"
322,word_added,will,MD,VP,S,"['be', 'a', 'Karnataka', '-', 'like', 'situation', 'in', 'MP', 'if', 'not', 'given', 'a', 'minister', 'post']"
322,pos_change,BSP,headline: NNP | canonical: NN,NP,NP,
322,constituent_added,The BSP,NP,S,,
322,constituent_added,Karnataka - like,ADJP,NP,,
322,constituent_added,a Karnataka - like situation,NP,NP,,
322,constituent_added,MP,NP,PP,,
322,constituent_added,in MP,PP,NP,,
322,constituent_added,a Karnataka - like situation in MP,NP,VP,,
322,constituent_added,a minister post,NP,VP,,
322,constituent_added,given a minister post,VP,S,,
322,constituent_added,not given a minister post,S,SBAR,,
322,constituent_added,if not given a minister post,SBAR,VP,,
322,constituent_added,be a Karnataka - like situation in MP if not given a minister post,VP,VP,,
322,constituent_added,will be a Karnataka - like situation in MP if not given a minister post,VP,S,,
322,constituent_added,there will be a Karnataka - like situation in MP if not given a minister post,S,SBAR,,
322,constituent_added,that there will be a Karnataka - like situation in MP if not given a minister post,SBAR,VP,,
322,constituent_added,said that there will be a Karnataka - like situation in MP if not given a minister post,VP,VP,,
322,constituent_added,has said that there will be a Karnataka - like situation in MP if not given a minister post,VP,S,,
322,constituent_added,The BSP has said that there will be a Karnataka - like situation in MP if not given a minister post .,S,ROOT,,
322,constituent_added,The BSP has said that there will be a Karnataka - like situation in MP if not given a minister post .,ROOT,,,
322,constituent_removed,Karnataka - like,ADJP,NP,,
322,constituent_removed,Karnataka - like situation,NP,NP,,
322,constituent_removed,in MP,PP,NP,,
322,constituent_removed,Karnataka - like situation in MP,NP,NP,,
322,constituent_removed,minister post,NP,VP,,
322,constituent_removed,given minister post,VP,S,,
322,constituent_removed,not given minister post,S,SBAR,,
322,constituent_removed,if not given minister post,SBAR,NP,,
322,constituent_removed,Karnataka - like situation in MP if not given minister post,NP,NP,,
322,constituent_removed,BSP,NP,NP,,
322,constituent_removed,Karnataka - like situation in MP if not given minister post : BSP,NP,ROOT,,
322,constituent_removed,Karnataka - like situation in MP if not given minister post : BSP,ROOT,,,
323,word_removed,shoots,VBZ,VP,S,"['himself'], ['in', 'head']"
323,word_removed,Man,NN,NP,NP,
323,word_added,man,NN,NP,NP,['A']
323,word_added,the,DT,NP,PP,['head']
323,word_added,a,DT,NP,NP,"['gun'], [""'s""]"
323,word_added,.,.,S,ROOT,"['A', 'man', 'showing', 'a', 'gun', ""'s"", 'safety', 'feature', 'to', 'friends'], ['has', 'shot', 'himself', 'in', 'the', 'head']"
323,word_added,shot,VBN,VP,VP,"['himself'], ['in', 'the', 'head']"
323,word_added,has,VBZ,VP,S,"['shot', 'himself', 'in', 'the', 'head']"
323,word_added,A,DT,NP,NP,['man']
323,constituent_added,A man,NP,NP,,
323,constituent_added,a gun 's,NP,NP,,
323,constituent_added,a gun 's safety feature,NP,VP,,
323,constituent_added,to friends,PP,VP,,
323,constituent_added,showing a gun 's safety feature to friends,VP,NP,,
323,constituent_added,A man showing a gun 's safety feature to friends,NP,S,,
323,constituent_added,himself,NP,VP,,
323,constituent_added,the head,NP,PP,,
323,constituent_added,in the head,PP,VP,,
323,constituent_added,shot himself in the head,VP,VP,,
323,constituent_added,has shot himself in the head,VP,S,,
323,constituent_added,A man showing a gun 's safety feature to friends has shot himself in the head .,S,ROOT,,
323,constituent_added,A man showing a gun 's safety feature to friends has shot himself in the head .,ROOT,,,
323,constituent_removed,Man,NP,NP,,
323,constituent_removed,gun 's,NP,NP,,
323,constituent_removed,gun 's safety feature,NP,VP,,
323,constituent_removed,friends,NP,PP,,
323,constituent_removed,to friends,PP,VP,,
323,constituent_removed,showing gun 's safety feature to friends,VP,NP,,
323,constituent_removed,Man showing gun 's safety feature to friends,NP,S,,
323,constituent_removed,head,NP,PP,,
323,constituent_removed,in head,PP,VP,,
323,constituent_removed,shoots himself in head,VP,S,,
323,constituent_removed,Man showing gun 's safety feature to friends shoots himself in head,S,ROOT,,
323,constituent_removed,Man showing gun 's safety feature to friends shoots himself in head,ROOT,,,
324,word_removed,HC,NNP,NP,S,['Madras']
324,word_removed,:,:,S,ROOT,"['Jayalalithaa', 'can', 'not', 'be', 'termed', 'a', 'convict', 'in', 'assets', 'case'], ['Madras', 'HC']"
324,word_added,The,DT,NP,S,"['Madras'], ['High'], ['Court']"
324,word_added,the,DT,NP,PP,"['assets'], ['case']"
324,word_added,Court,NNP,NP,S,"['The'], ['Madras'], ['High']"
324,word_added,said,VBN,VP,VP,"['that', 'Jayalalithaa', 'can', 'not', 'be', 'termed', 'a', 'convict', 'in', 'the', 'assets', 'case']"
324,word_added,.,.,S,ROOT,"['The', 'Madras', 'High', 'Court'], ['has', 'said', 'that', 'Jayalalithaa', 'can', 'not', 'be', 'termed', 'a', 'convict', 'in', 'the', 'assets', 'case']"
324,word_added,that,IN,SBAR,VP,"['Jayalalithaa', 'can', 'not', 'be', 'termed', 'a', 'convict', 'in', 'the', 'assets', 'case']"
324,word_added,has,VBZ,VP,S,"['said', 'that', 'Jayalalithaa', 'can', 'not', 'be', 'termed', 'a', 'convict', 'in', 'the', 'assets', 'case']"
324,word_added,High,NNP,NP,S,"['The'], ['Madras'], ['Court']"
324,constituent_added,The Madras High Court,NP,S,,
324,constituent_added,Jayalalithaa,NP,S,,
324,constituent_added,a convict,NP,NP,,
324,constituent_added,the assets case,NP,PP,,
324,constituent_added,in the assets case,PP,NP,,
324,constituent_added,a convict in the assets case,NP,S,,
324,constituent_added,a convict in the assets case,S,VP,,
324,constituent_added,termed a convict in the assets case,VP,VP,,
324,constituent_added,be termed a convict in the assets case,VP,VP,,
324,constituent_added,can not be termed a convict in the assets case,VP,S,,
324,constituent_added,Jayalalithaa can not be termed a convict in the assets case,S,SBAR,,
324,constituent_added,that Jayalalithaa can not be termed a convict in the assets case,SBAR,VP,,
324,constituent_added,said that Jayalalithaa can not be termed a convict in the assets case,VP,VP,,
324,constituent_added,has said that Jayalalithaa can not be termed a convict in the assets case,VP,S,,
324,constituent_added,The Madras High Court has said that Jayalalithaa can not be termed a convict in the assets case .,S,ROOT,,
324,constituent_added,The Madras High Court has said that Jayalalithaa can not be termed a convict in the assets case .,ROOT,,,
324,constituent_removed,Jayalalithaa,NP,S,,
324,constituent_removed,a convict,NP,NP,,
324,constituent_removed,assets case,NP,PP,,
324,constituent_removed,in assets case,PP,NP,,
324,constituent_removed,a convict in assets case,NP,S,,
324,constituent_removed,a convict in assets case,S,VP,,
324,constituent_removed,termed a convict in assets case,VP,VP,,
324,constituent_removed,be termed a convict in assets case,VP,VP,,
324,constituent_removed,can not be termed a convict in assets case,VP,S,,
324,constituent_removed,Jayalalithaa can not be termed a convict in assets case,S,S,,
324,constituent_removed,Madras HC,NP,S,,
324,constituent_removed,Jayalalithaa can not be termed a convict in assets case : Madras HC,S,ROOT,,
324,constituent_removed,Jayalalithaa can not be termed a convict in assets case : Madras HC,ROOT,,,
325,word_added,The,DT,NP,S,"['Chinese'], ['Army']"
325,word_added,the,DT,NP,NP,"['PLA'], [""'s""]"
325,word_added,.,.,S,ROOT,"['The', 'Chinese', 'Army'], ['now'], ['makes', 'up', 'less', 'than', 'half', 'of', 'the', 'PLA', ""'s"", 'strength']"
325,pos_change,Chinese,headline: JJ | canonical: NNP,NP,S,['Army']
325,constituent_added,The Chinese Army,NP,S,,
325,constituent_added,now,ADVP,S,,
325,constituent_added,up,PRT,VP,,
325,constituent_added,less than half,QP,NP,,
325,constituent_added,less than half,NP,NP,,
325,constituent_added,the PLA 's,NP,NP,,
325,constituent_added,the PLA 's strength,NP,PP,,
325,constituent_added,of the PLA 's strength,PP,NP,,
325,constituent_added,less than half of the PLA 's strength,NP,VP,,
325,constituent_added,makes up less than half of the PLA 's strength,VP,S,,
325,constituent_added,The Chinese Army now makes up less than half of the PLA 's strength .,S,ROOT,,
325,constituent_added,The Chinese Army now makes up less than half of the PLA 's strength .,ROOT,,,
325,constituent_removed,Chinese Army,NP,S,,
325,constituent_removed,now,ADVP,S,,
325,constituent_removed,up,PRT,VP,,
325,constituent_removed,less than half,QP,NP,,
325,constituent_removed,less than half,NP,NP,,
325,constituent_removed,PLA 's,NP,NP,,
325,constituent_removed,PLA 's strength,NP,PP,,
325,constituent_removed,of PLA 's strength,PP,NP,,
325,constituent_removed,less than half of PLA 's strength,NP,VP,,
325,constituent_removed,makes up less than half of PLA 's strength,VP,S,,
325,constituent_removed,Chinese Army now makes up less than half of PLA 's strength,S,ROOT,,
325,constituent_removed,Chinese Army now makes up less than half of PLA 's strength,ROOT,,,
326,word_removed,moves,VBZ,VP,S,"['firm', ""'s"", 'HQ'], ['to', 'Singapore']"
326,word_removed,HQ,NN,NP,VP,"['firm', ""'s""]"
326,word_added,The,DT,NP,S,"['Brexit', '-', 'backing'], ['UK'], ['billionaire'], ['Dyson']"
326,word_added,.,.,S,ROOT,"['The', 'Brexit', '-', 'backing', 'UK', 'billionaire', 'Dyson'], ['has', 'moved', 'his', 'firm', ""'s"", 'headquarters', 'to', 'Singapore']"
326,word_added,moved,VBN,VP,VP,"['his', 'firm', ""'s"", 'headquarters'], ['to', 'Singapore']"
326,word_added,his,PRP$,NP,NP,"['firm'], [""'s""]"
326,word_added,has,VBZ,VP,S,"['moved', 'his', 'firm', ""'s"", 'headquarters', 'to', 'Singapore']"
326,word_added,headquarters,NN,NP,VP,"['his', 'firm', ""'s""]"
326,constituent_added,Brexit - backing,ADJP,NP,,
326,constituent_added,The Brexit - backing UK billionaire Dyson,NP,S,,
326,constituent_added,his firm 's,NP,NP,,
326,constituent_added,his firm 's headquarters,NP,VP,,
326,constituent_added,Singapore,NP,PP,,
326,constituent_added,to Singapore,PP,VP,,
326,constituent_added,moved his firm 's headquarters to Singapore,VP,VP,,
326,constituent_added,has moved his firm 's headquarters to Singapore,VP,S,,
326,constituent_added,The Brexit - backing UK billionaire Dyson has moved his firm 's headquarters to Singapore .,S,ROOT,,
326,constituent_added,The Brexit - backing UK billionaire Dyson has moved his firm 's headquarters to Singapore .,ROOT,,,
326,constituent_removed,Brexit - backing,ADJP,NP,,
326,constituent_removed,UK billionaire,NML,NP,,
326,constituent_removed,Brexit - backing UK billionaire Dyson,NP,S,,
326,constituent_removed,firm 's,NP,NP,,
326,constituent_removed,firm 's HQ,NP,VP,,
326,constituent_removed,Singapore,NP,PP,,
326,constituent_removed,to Singapore,PP,VP,,
326,constituent_removed,moves firm 's HQ to Singapore,VP,S,,
326,constituent_removed,Brexit - backing UK billionaire Dyson moves firm 's HQ to Singapore,S,ROOT,,
326,constituent_removed,Brexit - backing UK billionaire Dyson moves firm 's HQ to Singapore,ROOT,,,
327,word_removed,starts,VBZ,VP,S,"['microfinance', 'venture']"
327,word_added,a,DT,NP,VP,"['microfinance'], ['venture']"
327,word_added,.,.,S,ROOT,"['Sajjan', 'Jindal', ""'s"", 'daughter', '-', 'in', '-', 'law', 'Anushree'], ['has', 'started', 'a', 'microfinance', 'venture']"
327,word_added,has,VBZ,VP,S,"['started', 'a', 'microfinance', 'venture']"
327,word_added,started,VBN,VP,VP,"['a', 'microfinance', 'venture']"
327,constituent_added,a microfinance venture,NP,VP,,
327,constituent_added,started a microfinance venture,VP,VP,,
327,constituent_added,has started a microfinance venture,VP,S,,
327,constituent_added,Sajjan Jindal 's daughter - in - law Anushree has started a microfinance venture .,S,ROOT,,
327,constituent_added,Sajjan Jindal 's daughter - in - law Anushree has started a microfinance venture .,ROOT,,,
327,constituent_removed,microfinance venture,NP,VP,,
327,constituent_removed,starts microfinance venture,VP,S,,
327,constituent_removed,Sajjan Jindal 's daughter - in - law Anushree starts microfinance venture,S,ROOT,,
327,constituent_removed,Sajjan Jindal 's daughter - in - law Anushree starts microfinance venture,ROOT,,,
328,word_added,been,VBN,VP,VP,"['called', 'out', 'for', 'wearing', 'a', ""'"", 'plagiarised', ""'"", 'dress', 'for', 'a', 'shoot']"
328,word_added,.,.,S,ROOT,"['Janhvi'], ['has', 'been', 'called', 'out', 'for', 'wearing', 'a', ""'"", 'plagiarised', ""'"", 'dress', 'for', 'a', 'shoot']"
328,word_added,a,DT,NP,VP,"[""'""], ['plagiarised'], [""'""], ['dress']"
328,word_added,has,VBZ,VP,S,"['been', 'called', 'out', 'for', 'wearing', 'a', ""'"", 'plagiarised', ""'"", 'dress', 'for', 'a', 'shoot']"
328,pos_change,called,headline: VBD | canonical: VBN,VP,S,"['out'], ['for', 'wearing', ""'"", 'plagiarised', ""'"", 'dress'], ['for', 'shoot']"
328,constituent_added,out,PRT,VP,,
328,constituent_added,a ' plagiarised ' dress,NP,VP,,
328,constituent_added,a shoot,NP,PP,,
328,constituent_added,for a shoot,PP,VP,,
328,constituent_added,wearing a ' plagiarised ' dress for a shoot,VP,S,,
328,constituent_added,wearing a ' plagiarised ' dress for a shoot,S,PP,,
328,constituent_added,for wearing a ' plagiarised ' dress for a shoot,PP,VP,,
328,constituent_added,called out for wearing a ' plagiarised ' dress for a shoot,VP,VP,,
328,constituent_added,been called out for wearing a ' plagiarised ' dress for a shoot,VP,VP,,
328,constituent_added,has been called out for wearing a ' plagiarised ' dress for a shoot,VP,S,,
328,constituent_added,Janhvi has been called out for wearing a ' plagiarised ' dress for a shoot .,S,ROOT,,
328,constituent_added,Janhvi has been called out for wearing a ' plagiarised ' dress for a shoot .,ROOT,,,
328,constituent_removed,out,PRT,VP,,
328,constituent_removed,wearing ' plagiarised ' dress,VP,S,,
328,constituent_removed,wearing ' plagiarised ' dress,S,PP,,
328,constituent_removed,for wearing ' plagiarised ' dress,PP,VP,,
328,constituent_removed,shoot,NP,PP,,
328,constituent_removed,for shoot,PP,VP,,
328,constituent_removed,called out for wearing ' plagiarised ' dress for shoot,VP,S,,
328,constituent_removed,Janhvi called out for wearing ' plagiarised ' dress for shoot,S,ROOT,,
328,constituent_removed,Janhvi called out for wearing ' plagiarised ' dress for shoot,ROOT,,,
329,word_removed,Maybe,RB,ADVP,FRAG,
329,word_removed,on,IN,PP,NP,"['Daya', 'Ben', ""'s"", 'exit']"
329,word_removed,:,:,FRAG,ROOT,"['Maybe'], ['true'], [""'""], ['Taarak', 'Mehta', 'Ka', '...', ""'"", 'producer', 'on', 'Daya', 'Ben', ""'s"", 'exit']"
329,word_added,may,MD,VP,S,"['be', 'true']"
329,word_added,of,IN,PP,NP,"[""'"", 'Taarak', 'Mehta', 'Ka']"
329,word_added,The,DT,NP,NP,['producer']
329,word_added,said,VBN,VP,VP,"['that', 'Daya', 'Ben', ""'s"", 'exit', 'may', 'be', 'true']"
329,word_added,.,.,S,ROOT,"['The', 'producer', 'of', ""'"", 'Taarak', 'Mehta', 'Ka'], ['...'], [""'""], ['has', 'said', 'that', 'Daya', 'Ben', ""'s"", 'exit', 'may', 'be', 'true']"
329,word_added,that,IN,SBAR,VP,"['Daya', 'Ben', ""'s"", 'exit', 'may', 'be', 'true']"
329,word_added,has,VBZ,VP,S,"['said', 'that', 'Daya', 'Ben', ""'s"", 'exit', 'may', 'be', 'true']"
329,word_added,be,VB,VP,VP,['true']
329,constituent_added,The producer,NP,NP,,
329,constituent_added,' Taarak Mehta Ka,NP,PP,,
329,constituent_added,of ' Taarak Mehta Ka,PP,NP,,
329,constituent_added,The producer of ' Taarak Mehta Ka,NP,S,,
329,constituent_added,Daya Ben 's,NP,NP,,
329,constituent_added,Daya Ben 's exit,NP,S,,
329,constituent_added,true,ADJP,VP,,
329,constituent_added,be true,VP,VP,,
329,constituent_added,may be true,VP,S,,
329,constituent_added,Daya Ben 's exit may be true,S,SBAR,,
329,constituent_added,that Daya Ben 's exit may be true,SBAR,VP,,
329,constituent_added,said that Daya Ben 's exit may be true,VP,VP,,
329,constituent_added,has said that Daya Ben 's exit may be true,VP,S,,
329,constituent_added,The producer of ' Taarak Mehta Ka ... ' has said that Daya Ben 's exit may be true .,S,ROOT,,
329,constituent_added,The producer of ' Taarak Mehta Ka ... ' has said that Daya Ben 's exit may be true .,ROOT,,,
329,constituent_removed,Maybe,ADVP,FRAG,,
329,constituent_removed,true,ADJP,FRAG,,
329,constituent_removed,Taarak Mehta Ka ... ' producer,NP,NP,,
329,constituent_removed,Daya Ben 's,NP,NP,,
329,constituent_removed,Daya Ben 's exit,NP,PP,,
329,constituent_removed,on Daya Ben 's exit,PP,NP,,
329,constituent_removed,Taarak Mehta Ka ... ' producer on Daya Ben 's exit,NP,FRAG,,
329,constituent_removed,Maybe true : ' Taarak Mehta Ka ... ' producer on Daya Ben 's exit,FRAG,ROOT,,
329,constituent_removed,Maybe true : ' Taarak Mehta Ka ... ' producer on Daya Ben 's exit,ROOT,,,
330,word_removed,Endorsing,VBG,VP,S,['ideology']
330,word_removed,:,:,VP,VP,"['affect'], ['growth'], ['as', 'actor'], ['Nawazuddin']"
330,word_added,endorsing,VBG,VP,S,"['an', 'ideology']"
330,word_added,said,VBN,VP,VP,"['that', 'endorsing', 'an', 'ideology', 'will', 'affect', 'his', 'growth', 'as', 'an', 'actor']"
330,word_added,.,.,S,ROOT,"['Nawazuddin'], ['has', 'said', 'that', 'endorsing', 'an', 'ideology', 'will', 'affect', 'his', 'growth', 'as', 'an', 'actor']"
330,word_added,an,DT,NP,VP,['ideology']
330,word_added,his,PRP$,NP,NP,['growth']
330,word_added,that,IN,SBAR,VP,"['endorsing', 'an', 'ideology', 'will', 'affect', 'his', 'growth', 'as', 'an', 'actor']"
330,word_added,has,VBZ,VP,S,"['said', 'that', 'endorsing', 'an', 'ideology', 'will', 'affect', 'his', 'growth', 'as', 'an', 'actor']"
330,constituent_added,Nawazuddin,NP,S,,
330,constituent_added,an ideology,NP,VP,,
330,constituent_added,endorsing an ideology,VP,S,,
330,constituent_added,endorsing an ideology,S,S,,
330,constituent_added,his growth,NP,NP,,
330,constituent_added,an actor,NP,PP,,
330,constituent_added,as an actor,PP,NP,,
330,constituent_added,his growth as an actor,NP,VP,,
330,constituent_added,affect his growth as an actor,VP,VP,,
330,constituent_added,will affect his growth as an actor,VP,S,,
330,constituent_added,endorsing an ideology will affect his growth as an actor,S,SBAR,,
330,constituent_added,that endorsing an ideology will affect his growth as an actor,SBAR,VP,,
330,constituent_added,said that endorsing an ideology will affect his growth as an actor,VP,VP,,
330,constituent_added,has said that endorsing an ideology will affect his growth as an actor,VP,S,,
330,constituent_added,Nawazuddin has said that endorsing an ideology will affect his growth as an actor .,S,ROOT,,
330,constituent_added,Nawazuddin has said that endorsing an ideology will affect his growth as an actor .,ROOT,,,
330,constituent_removed,ideology,NP,VP,,
330,constituent_removed,Endorsing ideology,VP,S,,
330,constituent_removed,Endorsing ideology,S,S,,
330,constituent_removed,growth,NP,VP,,
330,constituent_removed,actor,NP,PP,,
330,constituent_removed,as actor,PP,VP,,
